clerSurn	clerFore
Juxon	Elias
Juxon	Gregory
Juxon	Gulielmus
Juxon	Henry
Juxon	Joseph
Juxon	Josephus
Juxon	Roulandus
Juxon	Rowland
Juxon	Rowlandus
Juxon	Willemus
Juxon	William
Juxon	Willimus
Juxson	Willimus
Juxton	Gulielmus
Juyce	Unknown
Jyppes	John
K***e	Thos
K**e	Edwardus
K**mer	William
K--lande	Richardus
Kadugin	Thomas
Kadwallader	Mauricius
Kadwallader	Moriscus
Kafford	William
Kaide	Thomas
Kaie	Jacobus
Kaie	Robertus
Kaies	Guilielmus
Kaies	
Kaies	Guilielmus
Kaillway als Clarke	Johannes
Kairsly	Ricardus
Kait	William
Kaley	Williamus
Kallaway als Clarke	Johes
Kallendeene	Cesare
Kaly	
Kamberley	William
Kamell	Richardus
Kamicath	Benjamin
Kannell	Johannes
Kanninge	Wyllelmus
Kant	Johannes
kaple	Daniel
Kapper	James
Karcas	Edmund
Karkesse	Edmundus
Karlton	Gerawldus
Karrante	Georgius
Karsey	Richardus
Karslack	Georgius
Karslacke	Georgius
Karslake	Georgius
Karslake	Henricus
Karslake	Henry
Karswell	Johannes
Karver	Henricus
Karver	Henry
Karwarden	Thomas
Kasey	Alfred
Katarall	Bevis
Katell	Johannes
Katerall	Steven
Katerbanke	William
Katterell	Thomas
Kattu'	John
Kaveas	Johannes
Kawes	James Townsend
Kay	? Not given
Kay	Arthur
Kay	Arthurus
Kay	Benjamin
Kay	Blank
Kay	Carolus
Kay	Charles
Kay	Edmund
Kay	Francis
Kay	George
Kay	Georgius
Kay	Gulielmus
Kay	James
Kay	Joannes
Kay	Joh
Kay	Johannes
Kay	John
Kay	Josephus
Kay	Martin
Kay	Mathew
Kay	Matthew
Kay	Matthias
Kay	Nevill
Kay	Peter
Kay	Petrus
Kay	Ricardus
Kay	Richard
Kay	Richardi
Kay	Richardo
Kay	Richardus
Kay	Robertus
Kay	Roger
Kay	Rogerus
Kay	Samuel
Kay	Stephanus
Kay	Thomam
Kay	Thomas
Kay	unknown
Kay	William
Kay	Willimus
Kaye	Arthur Lister
Kaye	Arthur Lister Lister
Kaye	Georgius
Kaye	Horatio
Kaye	John
Kaye	Josephus
Kaye	Martin
Kaye	Martinus
Kaye	Nevil
Kaye	Petrus
Kaye	Richard
Kaye	Richardus
Kaye	Robert
Kaye	Robertus
Kaye	Samuel
Kaye	Stephani
Kaye	Stephanus
Kaye	Stephen
Kaye	Thomas
Kaye	Willelmus
Kaye	William
Kaye	Willielmus
Kayen	Thomas
Kayes	Johannes
Kayes	Thomas
Kayleway alias Clarke	Johannes
Kayley	Thomae
Kayley	Thomas
Kayll	Thomas
Kaylway	Rogerus
Kaynes	Michael Minnett
Kaysten	Richard
Ke3lly	George D'Smeth
Keadall	Johannes
Keader	Edwardus
Keak	John
Keal	Gulielmus
Keale	Johannes
Keale	John
Keale	Joseph
Keale	Robert
Keale	Robertus
Keale	William
Keame	Samuel
Keamys	Robertus
Keane	Charles
Keanne	Samuel
Kearlsey	James
Kearnay	Joannes
Kearsely	Richard
Kearsley	Jacob
Kearsley	Jacobus
Kearsley	Jam
Kearsley	James
Kearsley	Johannes
Kearsley	John
Kearsley	Ricardus
Kearsley	Richard
Kearsley	Richardus
Kearsly	Unknown
Keary	William
Keat	Gulielmus
Keat	Jacobus
Keat	Thomas
Keat?e	blank
Keate	blank
Keate	Gulielmus
Keate	Jacobus
Keate	James
Keate	Johannes
Keate	Johes
Keate	John
Keate	Mathew
Keate	Matthew
Keate	Radulphus
Keate	Richard Burland
Keate	Thomas
Keate	Wilhelmus
Keate	William
Keate	William Burland
Keates	Richard
Keates	Wilhelmus
Keath	Allexander
Keath	Willimus
Keating	Amboor
Keating	William Amboor
Keaton	Henry
Keats	Richard
Keats	Robertus
Keay	William
Keayes	Robert Young
Keays	Robert Young
Kebbel	Henry
Kebbey	Michael
Kebbie	Jasperus
Kebblewhite	Carolus
Kebby	Benjamin
Kebby	Benjaminus
Kebby	Jasparus
Kebby	Jonathan
Kebby	Jonathon
Kebby	Michael
Kebby	Samuel
Kebbye	Jasperus
Kebbye	Robert
Kebbye	Robertus
Kebell	Thomas
Kebill	Edwardus
Keble	Edmund
Keble	Edward
Keble	John
Keble	not given
Keble	Richard
Keble	Samuel
Keble	Thomas
Keblethwaite	Samuel Freeman Montague
Keblethwayte	Samuel Freeman Montague
Keblewhite	Guilielmus
Keblewhite	William
Kebyll	Edwardus
Kebyll	Johannes
Kechen	Henricus
Kechen	Joseph
Kechener	Richardus
Kechener	Thomas
Kecheyn	Richard
Kechin	Henricus
Kechyn	Thomas
Kechyng	Johannes
Keck	David Anthony
Keck	Nicholas
Keck	Nicholaus
Kecke	Gervasius
Keckewich	Samuelis
Keckwich	Samuel
Keclin	Thomae
Kedall	Johes
Kedden	Mordecai
Kedden	Mordecaius (presumably!)
Kedden	Mordecay
Kedden	Mordecay (?)
Kedden	Mordechai
Kedden	not given
Kedden	Rad.
Kedden	Radolphus
Kedden	Radulfus
Kedden	Radulphus
Kedden	Ralph
Kedden	William
Keddington	Robert
Keddington	Roger
Keddman	Johannes
Keddon	Mordecay
Keddy	Edwardus
Keden	Radulphus
Keder	Charles
Kedgyll	James
Kedington	Robert
Kedington	Roger
Kedley	Willimus
Kedleye	William
Keds	Johannes
Kedy	Richard William
Keeble	not given
Keeble	Richard
Keeble	Samuel
Keeble	Samuelis
Keeds	Johannes
Keegell	John
Keeinge	William
Keele	Amisius
Keele	Johes
Keele	Not Given
Keeler	Thomas
Keeley	Timotheus
Keeling	Bartholemew
Keeling	Franciscus
Keeling	Henricus
Keeling	Isaac
Keeling	Isaacus
Keeling	John
Keeling	Usuables
Keeling	William
Keeling	William Robert
Keelinge	Isaac
Keelinge	John
Keelinge	Thomas
Keelinge	William
Keen	Daniel
Keen	Edmundus
Keen	Philip
Keen	Philippus
Keen	Robert
Keen	Talbot
Keen	Thomas
Keen	Timothy
Keene	
Keene	Anthonio
Keene	Anthonius
Keene	Charles Edmund
Keene	Edm.
Keene	Edm:
Keene	Edmund
Keene	Edmundus
Keene	Henry George
Keene	Jacobus
Keene	Johannes
Keene	John
Keene	John Wroe
Keene	Philip
Keene	Philippus
Keene	Raphelem
Keene	Samuel
Keene	Talbot
Keene	Thomas
Keene	Timothy
Keene	unknown
Keene	Wilhelmus
Keene	William
Keene	Willimus
Keeneys	Jacobus
Keep	William
Keepe	Charles
Keepe	Henricus
Keeper	Will
Keerne	Johannes
Keet	John
Keet	William
Keete	Johannes
Keete	John
Keete	Richardus
Keffyn	Mauricius
Keghray	Robertus
Kegill	James
Kehall	William
Keie	Robert
Keighley	Jonathan
Keighley	Joseph
Keighley	Thomas
Keighly	Thomas
Keightley	Eustacius
Keightley	Eustatius
Keigwin	James
Keigwin	Johan (sic)
Keigwin	Johannes
Keiith	Alexander
Keilway als Clarke	Toeie
Keime	Anthonius
Keimer	Barnabeus
Keimis	Nathaniel
Keinon	Rogerius
Keir	Andrew
Keis	William
Keise	Johannes
Keit	not given
Keith	Alexander
Keith	George
Keith	Georgius
Keith	Gulielmus
Keith	Jacobus
Keith	Marischal
Keith	Marischall
Keith	Nathaniel
Keith	Patrick
Keith	Robert
Keith	Roberti
Keith	Robertum
Keith	Robertus
Keith	William
Keitt	Thomas
Kekeley	Gulielmus
Kekewich	Charles
Kekewich	Johannes
Kekewich	Samuel
Kekewich	Samuelis
Kekeworthe	Petrus
Kekwiche	Petrus
Kekwyche	illegible
Kelam	Simon
Kelby	George
Kelby	Richadus
Kelby	Richardus
Kelby	Robert
Kelcke	Rogerus
Kele	Johannis
Kele	Johes
Kelham	Franciscus
Kelham	Johannes
Kelham	John
Kelham	Ricardus
Kelham	Richard
Kelham	Richardus
Kelham	Robert
Kelham	Robertus
Kelham	Willimo
Keling	Isaac
Keling	Isaacus
Keling	Willimus
Kelinge	Isaac
Kelinge	Thomas
Kelk	Theophilus Henry Hastings
Kelk	William
Kelk	William Hastings
Kelke	Johannes
Kelke	Johes
Kelke	John
Kelke	Rogerus
Kell	John
Kell	Walter
Kell	William
Kellam	Gulielmus
Kellam	Simon
Kelland	Philip
Kelland	Samuel
Kelland	Thomas
Kellar	Richard
Kellat	Johannes
Kellaway	Radulphus
Kellaway	Thomas
Kellaway	Willielmus
Kellawaye	Johannes
Kellawaye	John
Kellay	William
Kelle	Raphe
Kelle	Walterus
Keller	Frederic
Keller	Frederick
Keller	George
Kellet	Edward
Kellet	Edwardus
Kellet	Johannes
Kellet	John
Kellet	not given
Kellet	Richardus
Kellet	Robert
Kellet	Walter
Kellett	Edwardus
Kellett	Franciscus
Kellett	Johannes
Kellett	John
Kellett	not given
Kellett	Robert Churchman
Kellett	Samuelis
Kellett	Walterus
Kellewaye	Johannes
Kelley	Alexander
Kelley	Anthonius
Kelley	David
Kelley	Georgius
Kelley	Jacobus
Kelley	Johannes
Kelley	John
Kelley	Roger
Kelley	Rogerus
Kelley	Walterus
Kelleye	Georgius
Kelleye	Jacobus
Kellie	Anthonius
Kellie	George
Kellie	Georgius
Kellie	Jacobi
Kellie	Jacobus
Kellie	Rogerus
Kellitt	John
Kello	Bartholmeus
Kello	Bartholomeus
Kelloe	Samuel
Kellond	Thomas
Kellow	Charles Thomas
Kellow	George
Kellow	Thomas
Kellow, Thomas	
Kelloway	Willielmus
Kellsall	Edvardus
Kellsall	John
Kellsall	Rogeri
Kellsall	Willimus
Kellsett	Roger
Kellso	John
Kellway	Gulielmus
Kellway	John
Kellway	William
Kellway	Willmus
Kellway	Willus
Kellways	Robertus
Kelly	--
Kelly	Anthonius
Kelly	Anthony Plimley
Kelly	Arthurus
Kelly	Denis
Kelly	Edward
Kelly	George
Kelly	George D'Esmeth
Kelly	George De Smeth
Kelly	George Desmeth
Kelly	George Desmith
Kelly	Georgius
Kelly	Henry
Kelly	Jacobus
Kelly	Joannes
Kelly	Johannes
Kelly	John
Kelly	Joshua George
Kelly	Robert
Kelly	Roger
Kelly	Rogerus
Kelly	Walter
Kellyar	Willimus
Kellye	Anthonius
Kellye	Anthony
Kellye	Jacobus
Kellye	Johannes
Kellye	Rogerus
Kelman	John
Kelner	Esmond
Kelps	William
Kelsal	Johannes
Kelsal	John
Kelsal	Theophilus
Kelsall	Edvardus
Kelsall	Edward
Kelsall	Gulielmus
Kelsall	Humfredus
Kelsall	Johannes
Kelsall	John
Kelsall	John
Kelsall	Joseph
Kelsall	Josephus
Kelsall	Richardus
Kelsall	Roger
Kelsall	Rogerus
Kelsall	Theo:
Kelsall	Theophilus
Kelsall	Thomas
Kelsall	William
Kelse	Johannes
Kelsey	Egidius
Kelsey	Giles
Kelsey	Johannes
Kelsey	Jos:
Kelsey	Josephus
Kelshall	John
Kelshall	William
Kelso	John
Kelson	Gulielmus
Kelson	Henry
Kelson	William
Kelsull	John
Kelsy	John
Kelsye	Johannes
Kelton	John
Keltredge	Samuel
Keltridg	Samuell
Keltridge	Johannes
Keltridge	John
Keltridge	Sam:
Keltridge	Samuel
Keltridge	Sidneus
Keltridge	Sydneus
Keltrige	Johannes
Kelty	Sterling
Kelway	Rob:
Kelway	Robert
Kelway	Robertus
Kelway	Tho:
Kelway	Thomas
Kelwaye	Johannes
Kelways	Robertus
Kelways	Thomas
Kely	Anthonius
Kely	Johannes
Kely	Johes
Kelynge	Antelminelli
Kelynge	Gulielmus
Kelyngg***	Robertus
Kelyngrive	Robert
Kem	Samuel
Kem?	Samuel
Keman	Nicholaus
Kembe	John
Kember	Gulielmus
Kember	Johannes
Kember	William
Kember	Willimus
Kemberley	William
Kemble	Daniel
Kemble	Johannes
Kemble	John
Kemble	Nash
Kemble	Not given
Kemble	William
Kemby	Richard
Kemchinge	Edmundus
Keme	Raphaell
Keme	Raphell'
Keme	Samuel
Keme	Samuelus
Kemell	Stephanus
Kemes	Nicholaus
Kemet	Benjamin
Kemholme	James
Kemicke	Samuelus
Kemmisse	Walterus
Kemmys	Nicholas
Kemnell	John
Kemp	Arthurus
Kemp	Bartholomew
Kemp	Bartolomaeus
Kemp	blank
Kemp	Charolus
Kemp	David
Kemp	Edovardus
Kemp	Edvardus
Kemp	Edward
Kemp	Edward Curtis
Kemp	Guido
Kemp	Gulielmus
Kemp	Henry
Kemp	Hugo
Kemp	Johannes
Kemp	John
Kemp	not given
Kemp	Robert
Kemp	Robertus
Kemp	Thomas
Kemp	Thomas Cook
Kemp	Thomas Cooke
Kemp	Willelmus
Kemp	Willi'mus
Kemp	William
Kemp	William Robert
Kemp	Willimus
Kemp	Willmus
Kempe	
Kempe	Anthony
Kempe	Arthur
Kempe	Arthurius
Kempe	Arthurus
Kempe	Bartholomeus
Kempe	Bartolomaeus
Kempe	blank
Kempe	David
Kempe	Edmund
Kempe	Edvardus
Kempe	Egidius
Kempe	Gulielmus
Kempe	Henry
Kempe	Johanes
Kempe	Johannes
Kempe	Johes
Kempe	John
Kempe	Laurencius
Kempe	Radulph
Kempe	Ralph
Kempe	Ricardus
Kempe	Richardus
Kempe	Thomas
Kempe	Thome
Kempe	Unknown
Kempe	Wilhelmus
Kempe	Willelmus
Kempe	William
Kempe	Williamus
Kempe	Willimus
Kempe	Willmus
Kempel	Thomas
Kempey	William
Kemplay	Richard wilson
Kempley	Richard Wilson
Kempsey	Thomas
Kempson	blank
Kempson	Edwin
Kempson	Gough Willis
Kempson	Henry
Kempson	William Brooke
Kempson	William Henry
Kempster	Thomas
Kempston	William Henry
Kempt	Robert
Kempthorn	John
Kempthorne	John
Kempthorne	Richard
Kempthorne	Thomas
Kempton	Johannes
Kempton	John
Kempton	Thomas
Kemsey	Matthew
Kemsey	Thoas
Kemsey	Thomas
Kemys	Nicholas
Kemys	Nicholaus
Kemys	Rowlandus
Kemyshe	Nicholas
Ken	Thomas
Kenall	Johannes
Kenall	John
Kenalle	Johannes
Kenalston	John
Kenam	Nicholas
Kenam	Nicolaus
Kenane	John
Kenby	Richard
Kenbye	Richard
Kendal	Charles Edward
Kendal	Edward
Kendal	George
Kendal	Johannes
Kendal	Johanni
Kendal	John
Kendal	Jonathan
Kendal	Thomas
Kendal	William
Kendal	William Charles
Kendall	
Kendall	Alannus
Kendall	Charles
Kendall	Charles Edward
Kendall	Christopher
Kendall	Edward
Kendall	Francis John Heat
Kendall	Frederick
Kendall	George
Kendall	Georgiis
Kendall	Georgius
Kendall	Gregorius
Kendall	Gualterus
Kendall	Henry
Kendall	Johannes
Kendall	John
Kendall	Michael
Kendall	Milo
Kendall	Milo
Kendall	Nicholas
Kendall	Ricardus
Kendall	Richard
Kendall	Richardus
Kendall	Robertus
Kendall	Samuell
Kendall	Thomas
Kendall	Willelmus
Kendall	William
Kendall	William Charles
Kendall	Willimus
Kendalle	Jhon
Kended	Henricus
Kended	Henry
Kended	Nicholas
Kended	William
Kenderson	Johannes
Kendhead	William
Kendheade	William
Kendheade	Willimus
Kendhed	Edward
Kendhed	Emmanuel
Kendhed	Henry
Kendhed	William
Kendhedd	Willimus
Kendleton	Georgii
Kendrick	Robert
Kendrick	Scawen
Kendricke	Rudulphus
Kendricke	Samuel
Kendricke	Willimus
Kene	Edmund
Kene	John
Kene	Richardus
Kene	Robertus
Kene	Samuel
Kene	Thomas
Kene	Willus
Kenelme	Johannes
Kenerick	John
Kenham	Nicholas
Kenham	Nicholaus
Kenham	Nichus
Kenhead	Emanuel
Kenhed	William
Kenhedd	Emmanuell
Kenher	Robert
Kening	Robert Lamlee
Keninge	Robertus
Kenings	Robertus
Kenington	Thomas
Kenion	Henry
Kenion	Richardus
Kenion	Rogerus
Kenking	Christopherus
Kenman	Nicholas
Kenn	Thomas
Kennal	Johannes
Kennald	Johem
Kennall	Johannes
Kennall	John
Kennam	Nicholas
Kennam	Nicolaus
Kennard	George
Kennard	Georgius
Kennard	Sampson
Kennard	Sampsonus
Kennaway	Charles Edward
Kennday	Nathaniel
Kenneday	
Kennedy	Alexander
Kennedy	B H
Kennedy	Benjamin Hall
Kennedy	David
Kennedy	Davidus
Kennedy	Jacobi
Kennedy	Jacobus
Kennedy	James
Kennedy	Johannes
Kennedy	John
Kennedy	not given
Kennedy	Rann
Kennedy	Samuel
Kennedy	Timothy
Kennedy	William
Kenner	Rodamus
Kenner	Rodham
Kennerd	Sampson
Kennet	Basil
Kennet	Benjaminus
Kennet	Brackley
Kennet	Edward
Kennet	Richardus
Kennet	White
Kennet	Whitus
Kennett	Basil
Kennett	Basilius
Kennett	Benjamin
Kennett	Brackley
Kennett	Brackley Charles
Kennett	David
Kennett	Edward
Kennett	Edwardus
Kennett	Richard
Kennett	White
Kennett	Whitus
Kennett	William
Kenney	Arthur Henry
Kenney	Johannes
Kenney	John
Kenney	Richard
Kenneyr	Jacobus
Kenneys	Jacobus
Kennger	Jacobus
Kennham	Nicholas
Kennicott	Benjamin
Kennicott	Richard Dutton
Kennier	David
Kennil	Nathaniel
Kenning	J
Kenning	Robertus
Kennington	William
Kennion	John
Kennion	Richardus
Kennion	Rogerus
Kennion	Thomas
Kenniston	Rad
Kenny	
Kenny	not given
Kenny	Richard
Kenny	unknown
Kennyan	Abrahamus
Kennyer	Jacobus
Kennyon	Abr:
Kennyon	Richardus
Kennyon	Rogerus
Kennyson	Rogerus
Kenrick	Daniel
Kenrick	Edward
Kenrick	George
Kenrick	Jarvis
Kenrick	Johannes
Kenrick	Matthew
Kenrick	Scawen
Kenrick	William
Kenricke	Edwardus
Kenricke	Johannes
Kenricke	William
Kensall	Thomas
Kensead	Emanuel
Kensey	Nathan
Kensey	Nathanielis
Kensey	not given
Kensey	Robert
Kensey	Robertus
Kensey	Thomas
Kenseye	Robertus
Kenshye	Abraham
Kensit	George Robert
Kensoke	Henricus
Kent	
Kent	Abel
Kent	Abelus
Kent	Abr
Kent	Abraham
Kent	Abrahamus
Kent	Adolphus
Kent	Ambrose
Kent	Bartholomeus
Kent	blank
Kent	Charles
Kent	David
Kent	Davidus
Kent	Geoffrey
Kent	George
Kent	George Davies
Kent	George Davies (the younger)
Kent	George Davis
Kent	George Edward
Kent	Georgius
Kent	Gregori
Kent	Gregorius
Kent	Gregory
Kent	Guilielmus
Kent	Gulielmus
Kent	Henricus
Kent	Henry
Kent	Hensey
Kent	Johannes
Kent	John
Kent	Maurice
Kent	Mauritius
Kent	Mawricius
Kent	Nathaniel
Kent	not given
Kent	Paul
Kent	Paulus
Kent	Radolph
Kent	Radulph
Kent	Radulphum
Kent	Radulphus
Kent	Ralph
Kent	Ric'us
Kent	Ricardus
Kent	Rich'us
Kent	Rich:
Kent	Richard
Kent	Richardus
Kent	Ricus
Kent	Roberto
Kent	Robertus
Kent	Roger
Kent	Samuel
Kent	Theophilus
Kent	Theoph[ilus]
Kent	Thomas
Kent	Thomas
Kent	Timotheus
Kent	Timothy
Kent	Walter
Kent	Walter
Kent	Walterus
Kent	Will'mus
Kent	William
Kentall	Thomas
Kente	BLANK
Kente	Gregorius
Kente	Maurice
Kente	Paulus
Kente	Radolph
Kente	Ricardus
Kente	Richard
Kente	Richardus
Kente	Robert
Kente	Thomas
Kente	Timotheus
Kenthead	William
Kentie	unknown
Kentish	
Kentish	Richardus
Kentish	Thomas
Kentishe	Thomas
Kenton	Bartholomeus
Kenton	Johannes
Kenton	John
Kenton	William
Kenverick alias Parry	William
Kenvick	Jarvis
Kenwey	Georgius
Kenwick	Edward Townsend
Kenwick	George
Kenwick	John
Kenwick	Richard
Kenwick	Scawen
Kenworthy	John
Kenworthy	William
Kenwrich	George
Kenwrick	George
Kenwrick	Georgius
Kenwrick	Richard
Kenwrick	Richardus
Kenwricke	Robert
Kenwricke	Robertus
Kenyden	Nicholaus
Kenye	Arthur
Kenyon	Abraham
Kenyon	Abrahamus
Kenyon	Adamson
Kenyon	Adamsonus
Kenyon	Bedford
Kenyon	Edmund
Kenyon	Edwardus
Kenyon	Henry
Kenyon	Johannes
Kenyon	Johis
Kenyon	John
Kenyon	Nicholas
Kenyon	Ric
Kenyon	Robert
Kenyon	Rogerus
Kenyon	unknown
Keogh	Johannes
Kepas	Roberti
Kepe alias Caps	Johannes
Kepes	Robertus
Keppel	Edward Southwell
Keppel	Frederick
Keppel	William Arnold
Keppel	William Arnold Walpole
Keppell	Fred
Keppell	Frederick
Ker	Alexander
Ker	Hugh
Ker (?)	Willielmus
Kerby	Cranby Lancelot
Kerby	Cranley Lancelot
Kerby	Cranly Lancelot
Kerby	John
Kerby	Lancelot
Kerby	Lant.
Kerby	Launcelot
Kerby	Michael
Kerby	Michaelis
Kerby	Richard William
Kerbye	Robert
Kerbye	Thomas
Kerchen	Robert
Kercher	Rob:
Kercher	Robert
Kercher	Robertus
Kercher	Robtus
Kercher	Thomas
Kercheval	
Kercheval	John
Kercheval	Samuel
Kerchevall	John
Kerchevall	Samuelis
Kerchin	Ralph
Kerchival	John
Kerchwall	John
Kerckby	Anthonius
Kere	Johanes
Kerel	Johanes
Kerel	unknown
Kerell	Johannes
Kereton	Symon
Kerfoote	Robert
Kerick	Walter John
Kerie	George
Kerie	Georgius
Kerie	Joh
Kerie	Johannes
Kerie	John
Kerie	John Julius
Kerie Penyston	John
Kerington	Gulielmus
Kerk	Nichus
Kerkby	Ricardus
Kerke	Gervase
Kerkham	Henricus
Kerkham	Thomas
Kerkland	Christoferus
Kerkman	Rogerus
Kerle	John
Kerley	Johannes
Kerley	Not given
Kerleye	Johannes
Kerlie	Robertus
Kerling	Arthurus
Kerlinge	Arthurus
Kerly	Johannes
Kerly	Richard William
Kerlye	Johannes
Kermin	Thomas
Kerne	Anthony
Kerne	not given
Kernhill	Daniel
Kernie	Johannes
Keron	Joseph
Kerr	Charles
Kerr	Charles W.
Kerr	Charles William
Kerr	Charles William John
Kerr	George Nelson
Kerr	Henry Francis Charles
Kerr	Hugh
Kerr	James
Kerr	James Burton
Kerr	Joseph
Kerr	Mark Henry James
Kerr	Nelson
Kerr	Richard Hall
Kerr	William John
Kerrich	Charles
Kerrich	John
Kerrich	Richard Edward
Kerrich	Samuel
Kerrich	Samueli
Kerrich	Thomas
Kerrich	Walter
Kerriche	Richard Edward
Kerrick	Charles
Kerrick	Johannes
Kerrick	Thomas
Kerrick	Walter
Kerrick	Walter John
Kerridge	Johannes
Kerrie	George
Kerrie	Georgius
Kerrie	William
Kerring	Edmund
Kerrington	Guilielmus
Kerrington	Willimus
Kerrison	Edmund
Kerry	Francis
Kerry	Franciscus
Kerry	George
Kerry	Johannes
Kerry	John
Kersewell	Thomas
Kershaw	Alex:
Kershaw	Alexander
Kershaw	George William
Kershaw	Johannes
Kershaw	not given
Kershaw	Richard
Kershaw	Samuel
Kershawe	Johannes
Kerslake	Henricus
Kerslake	Johannes
Kerslake	Robert
Kerslake	Robertus
Kersteman	Andrews
Kersteman	Andrews (sic)
Kerswell	Johannes
Kerswell	Thomas
Kerteman	Andrews
Kerten	William
Kerther	Robertus
Kerton	Abs'
Kerton	Johannes
Kerton	William
Kerver, als. Banks	John
Kervile	Nicholas
Kervyle	Nicholas
Kerwood	Thomas
Kery	Mauricius
Kery	Ricardus
Kery	Richard
Kerye	Richardus
Kesall	Humfredus
Kesdell	
Kesfyn	Morrys
Kessey	Josephus
Kest	Johannes
Keste	Johannes
Ketcher	Richard
Ketchin	Thomas
Ketchin	William
Ketchyn	John
Kete	Edmundus
Kete	Radulphus
Kete	Willelmus
Ketelbey	Ralph
Ketelbie	Franciscus
Ketelby	Francis
Ketelby	Radulphus
Ketell	Thomas
Keteriche	Edward
Keterick	Edward
Keth	Georgius
Ketherowe	Philippus
Kethus	Georgius
Kethyn	Galfridus
Ketill	Richard
Ketle	
Ketle	Bartholomeus
Ketleby	blank
Ketleby	Ralph
Ketlewell	Thomas
Ketlewell	Valerius
Ketley	John
Ketsall	John
Kett	Henry
Kett	Loy
Kett	William
Kettelby	Radulphus
Kettelby	Ralph
Kettell	R
Kettell	Radulphus
Kettell	Richard
Kettell	Willmus
Kettericke	Edward
Kettewell	Thomas
Kettilby	Harington
Kettilby	Harrington
Kettilby	Harringtonus
Kettilby	Sam.
Kettilby	Samuel
Kettill	Johannes
Kettillston	John
Kettilston	Johannes
Kettle	
Kettle	Philippo
Kettle	Phillipus
Kettle	Radulphus
Kettle	Ralph
Kettle	Robert
Kettle	Thomas
Kettle	William
Kettle	[blank]
Kettlebey	Ralph
Kettleby	Egidius
Kettleby	Franc'us
Kettleby	Francis
Kettleby	Franciscus
Kettleby	Harrington
Kettleby	Ralph
Kettlewell	Francis
Kettlewell	Guilielmus
Kettlewell	Gulielmus
Kettlewell	Johannes
Kettlewell	John
Kettlewell	Thomas
Kettlewell	Valerius
Kettlewell	William
Kettlilston	Johannes
Kettyll	Radulphus
Kettylle	Thomas
Ketyll	Johannes
Kevall	Johannes
Kevell	Robertt
Kevett	Gulielmus
Kevillion	Johannes
Kevilly	Johannes
Kevington	Gulielmus
Kew	Radulphus
Kewe	Radulphus
Kewe	Robertus
Kewley	John
Kewley	Thomas
Kewstobbe	Nicholas
Kewt	Thomas
Key	Anthonius
Key	Arthurus
Key	Bartholomeus
Key	Charles
Key	Christoferus
Key	Cristorus
Key	Edward
Key	Franciscus
Key	Gulielmus
Key	Hugh
Key	Hugo
Key	Hugoni
Key	Isaaci
Key	Isaacus
Key	James
Key	Johannes
Key	John
Key	Joseph
Key	Josephus
Key	Martinus
Key	Matthew
Key	Nevel
Key	Nevill
Key	not given
Key	Oswaldus
Key	Petrus
Key	Richard
Key	Richardus
Key	Robert
Key	Robertus
Key	Rogerus
Key	Rolandus
Key	Samuel
Key	Thomas
Key	Thomas Milward
Key	Timothy
Key	William
Key	Willimus
Key	Willmus
Keye	
Keye	Christoferus
Keye	Chrystofrus
Keye	Edward
Keye	Johannes
Keye	Laurencius
Keye	Oswaldus
Keye	Peter
Keye	Petrus
Keye	Rafe
Keye	Richard
Keye	Richardus
Keye	Rolandus
Keye	Thomas
Keye	William
Keye	Willimus
Keyerttone	Symon
Keyes	Johannes
Keyes	Martinus
Keyes	not given
Keyes	Peter
Keyes	Robert
Keyes	Willielmus
Keygill	Richardus
Keyle	Thomas
Keyleway	Nicholaus
Keyley	Thomas
Keyll	Thomas
Keylleway	Rodolphus
Keylocke	Johannes
Keylway	Radulphus
Keylway	Robert
Keylway	Robertus
Keyme	Johannes
Keymer	Charles Toll
Keymer	Gulielmus
Keymer	William
Keymis	Nathaniel
Keymise	Rowlandus
Keyne	Cuthbert
Keyne	Johanes
Keyne	Johes
Keyne	John
Keyne	Thomas
Keyne	Willus
Keynell	Carew
Keynes	Franciscus
Keynes	Johannes
Keynes	John
Keyney	Johannes
Keynoo	Ricardus
Keynton	Samuel
Keynton	Thomas
Keynyon	James
Keyr	BLANK
Keys	Robert
Keys	Willelmus
Keysall	Charles Woodcock
Keysall	John
Keysar [=Cayser, Cayzar, &c	Thomas
Keysell	Edwardus
Keyser	Nicholas
Keyser	Ricardus
Keysill	Nicholaus
Keyt	John
Keyt	Richardus
Keyt	Thomas
Keyt	William Edward
Keyte	Johannes
Keyte	Josephus
Keyte	Thomas
Keyten	Willelmi
Keytt	Thomas
Kezer [Cayzer, etc]	Richard
Ki**by	Robertus
Kibbey	Josephus
Kibblewhite	--
Kiberd	Henricus
Kiblewhite	William
Kichen	Joseph
Kichin	John
Kid	Edwardus
Kidby	Edmund
Kidby	Edmundi
Kidby	Edmundus
Kidby	Edward
Kidby	Johannes
Kidby	John
Kidbye	not given
Kidd	Edward
Kidd	Edwardus
Kidd	George Thomas
Kidd	Johannes
Kidd	John
Kidd	Joseph
Kidd	Leonard
Kidd	Leonardus
Kidd	Richard Bentley Porson
Kidd	Richardus
Kidd	Thomas
Kidd	Thomas George
Kidd	William John
Kiddall	Gervase
Kiddall	Gervasium
Kiddall	Gervasius
Kiddall	Jervasius
Kiddall	Thomas
Kiddear	Hugo
Kidden	Mordecai
