clerSurn	clerFore
Jessop	Renovatus
Jessop	Thomas
Jessop	unknown
Jessop	William
Jessop	Willielmus
Jessop alias Jesop	Thomas
Jessopp	Edmundus
Jessopp	John
Jessopp	Jonathan
Jessopp	Robertus
Jessopp	Willimus
Jessoppe	Johannes
Jessoppe	William
Jessup	Richard
Jeston	Henry Plai*sted
Jeston	Henry Playsted
Jeston	Humphrey
Jeston	Robert Green
Jeston (?)	Humphrey
Jestor	Henry Playsted
Jesuppe	Christopher
Jetill	Gulielmus
Jetter	George
Jetter	Georgius
Jetter	John Andrew
Jeuans	William
Jeune	Francis
Jeuvey	unknown
Jevan	Griffinus ap
Jevan	Thomas Ap
Jevans	Thomas
Jevans	Willimus
Jeve	Richardo
Jeve	Richardus
Jew	Georgius
Jew (??)	Johannes
Jewe	George
Jewe	John
Jewel	William
Jewell	Benjaminus
Jewell	Johannes
Jewell	Richardus
Jewell	Samuel
Jewell	Thomas
Jewell	Walterus
Jewell	Wilhelmus
Jewell	Willemus
Jewell	William
Jewell	Willimus
Jewes	not given
Jewesell	Samuel
Jewet	Benjaminus
Jewett	Benjamin
Jewett	Benjaminus
Jewett	nil
Jewett	not given
Jewett	Randall
Jewett	Randalli
Jewett	Randallo
Jewkes	Samuel
Jewry	Thomas
Jewry	Unknown
Jewthwaite	Thomas
Jewys	William
Jey	William
Jeynens	Samuelus
Jeyner	Daniel
Jeynkyns	Edwardus
Jeynnes	Christopher
Jeynson	Arthur
Jeynson	Arthurus
Jeynson	Thomas
Jhankine	John
Jhankine	William
Jhans	Rogerus
Jhasepcland	John
Jhesop	Johannes
Jhesop	Not given
Jhesop	Not given
Jhesop	Willimus
Jhesope	Johannes
Jhesope	William
Jhesopp	Johannes
Jhoanes	Robertus
Jhoans [sic]	Thomas
jhodd	henricus
Jhones	Hugo
Jhones	Johannes
Jhones	Owin
Jhonson	Johannes
Jhonson	Wilhelmus
Jickling	Francis
Jimson	John Fleming
Jinans	James
Jinings	Thomas
Jinks	Richardus
Jippes	William
Jissop	Thomas
Jjohnson	Sampson
Jjones	Grentius
Jnett	John
Jo**son	Samuel
Joab	Johannes
Joalle	Johannes
Joanes	Alexander
Joanes	Cadwalader
Joanes	Cadwalater
Joanes	Daniel
Joanes	Davie
Joanes	Evanus
Joanes	Fulconi
Joanes	Hugo
Joanes	Johannes
Joanes	John
Joanes	Maurice
Joanes	Oliver
Joanes	Radolph
Joanes	Richardus
Joanes	Robert
Joanes	Robertus
Joanes	Roland
Joanes	Thomas
Joanes	William
Joanes	Willimo
Joanes	Willimus
Joannes	Robertus
Joans	blank
Joans	Thomas
Jobber	William
Jobbes	William
Jobbins	Johannes
Jobbins	John
Jobe	Johannes
Jobe	John
Jobson	Abraham
Jobson	Henricus
Jobson	Milo
Jobson	Ralph
Jobson	William
Jobson	Willimo
Jocclin	Hezekiah
Joce	Thomas
Jocelin	Ezechias
Jocelin	Ezekiah
Jocelin	Henricus
Jocelin	Hezechiah
Jocelin	Hezekia
Jocelin	Hezekiah
Joceline	Edvardus
Joceline	Radus
Jocelyn	Edvardus
Jocelyn	Edward
Jocelyn	Thomas
Jocham	Samuel
Joddrell	Henry
Joddrell	Shelden
Jodrell	Daniel
Jodrell	Henricus
Jodrell	Henry
Jodrell	Philip Nevil
Jodrell	Philip Neville
Jodrell	Sheldon
Joe	Willelmi
Joel	Willimus
Joens	John
Joens	Robert
Joens	Thomas
Johanes	Richardo
Johanis	Edwardus
Johannes	Dumaresq
Johannes	Johannes
Johannes	Johanni
Johannes	Leigh
Johannes	Lodington
Johannes	Morgannus
Johannes	Willimo
Johans	Hugh
Johans	Hugo
Johans	Thomas
Johes	Eastgate
Johes	Henricus
Johes	Johes
Johes	Straunge
Johes	Walter
John	Barnardus
John	Bernardus
John	David
John	Edwardus
John	Francis
John	Franciscus
John	George
John	Gerardus
John	Gerendum
John	Gorentus
John	Henricus
John	John
John	Langfield
John	Martin
John	Martinus
John	Raynard
John	Robert
John	Robertus
John	Swift
John	Thomas
John Maximilian	De L'Angle
John Penrose	Cumming
John--	Franciscus
Johnes	Bartholomew
Johnes	Edward
Johnes	Griffinus
Johnes	Gruffith
Johnes	Gulielmus
Johnes	Henricus
Johnes	Henry
Johnes	Hugh
Johnes	Hugo
Johnes	Humfredus
Johnes	Johannes
Johnes	John
Johnes	John
Johnes	Marvin
Johnes	Morgan
Johnes	Morganus
Johnes	not given
Johnes	Owenus
Johnes	Owinus
Johnes	Ricardus
Johnes	Riceus
Johnes	Richard
Johnes	Richardi
Johnes	Richardus
Johnes	Richus
Johnes	Robert
Johnes	Rogerus
Johnes	Samuel
Johnes	Thomas
Johnes	Thomas Edward
Johnes	Walterus
Johnes	Wilhelmus
Johnes	Willellmus
Johnes	William
Johnnson	Johannes
Johns	Benjaminus
Johns	David
Johns	Dd
Johns	Edwardus
Johns	Evanus
Johns	Galfridu'
Johns	Galfridus
Johns	Gaulfridus
Johns	Geoffrey
Johns	Griffin
Johns	Griffinus
Johns	Henr
Johns	Henricus
Johns	Henry
Johns	Hugh
Johns	Illegible
Johns	Ives
Johns	Joannes
Johns	Johanem
Johns	Johannem
Johns	Johannes
Johns	Leonard
Johns	Lewis
Johns	Ludovicus
Johns	Morgan
Johns	Morganus
Johns	Philip
Johns	Ranulphus
Johns	Ricardus
Johns	Richard
Johns	Richardus
Johns	Ricus
Johns	Rinaldus
Johns	Robert
Johns	Robertus
Johns	Rowland
Johns	Thomam
Johns	Thomas
Johns	Walterus
Johns	William
Johns	Willimus
Johnsen	Edwardus
Johnsling	Thomas
Johnso'	Tho:
Johnsom	Thomas
Johnson	
Johnson	Anthonius
Johnson	Anthony
Johnson	Antonius
Johnson	Arnold
Johnson	Arthur
Johnson	Arthuro
Johnson	Arthurus
Johnson	Balden
Johnson	Baldwin
Johnson	Baldwinus
Johnson	Balldwynus
Johnson	Benjamin
Johnson	Benjaminus
Johnson	Bernardus
Johnson	Bertie
Johnson	Bertie Entwisle
Johnson	Bertio Entwisle
Johnson	blank
Johnson	Carolus
Johnson	Charles
Johnson	Charles Francis
Johnson	Charles Thomas
Johnson	Charles Woolsey
Johnson	Christoferus
Johnson	Christopher
Johnson	Christopherus
Johnson	Clement
Johnson	Croxton
Johnson	Danielis
Johnson	Edmund
Johnson	Edmundus
Johnson	Eduardus
Johnson	Edvardus
Johnson	Edward
Johnson	Edward Haughton
Johnson	Edward Houghton
Johnson	Edwardus
Johnson	Elias
Johnson	Ezechiel
Johnson	Ezechielus
Johnson	Ezekiell
Johnson	Felix
Johnson	Francis
Johnson	Francis Charles
Johnson	Franciscus
Johnson	Frederick
Johnson	Galfridus
Johnson	George
Johnson	George Henry Sacheverall
Johnson	George Macness
Johnson	Georgius
Johnson	Gilbertus
Johnson	Gualterus
Johnson	Gualterus
Johnson	Guilielmus
Johnson	Guliel:
Johnson	Gulielmo
Johnson	Gulielmus
Johnson	Hen:
Johnson	Henricus
Johnson	Henry
Johnson	Hugh
Johnson	Hugo
Johnson	Huimfridus
Johnson	Humfrey
Johnson	Humphrey
Johnson	Humphridus
Johnson	Isaac
Johnson	Isaacus
Johnson	Jacobus
Johnson	Jacobus
Johnson	James
Johnson	Jeremiah
Johnson	Jeremias
Johnson	Jeremy
Johnson	Jo:
Johnson	Joannes
Johnson	Joannis
Johnson	Joh
Johnson	Joh'es
Johnson	Johanem
Johnson	Johannem
Johnson	Johannes
Johnson	Johanni
Johnson	Johannis
Johnson	Johes
Johnson	John
Johnson	John Edmund
Johnson	John Edward
Johnson	John Hampson
Johnson	John Mannings
Johnson	John Munnings
Johnson	Jonae
Johnson	Jonathan
Johnson	Jonathanus
Johnson	Joseph
Johnson	Joseph Holden
Johnson	Josephus
Johnson	Josiah
Johnson	Laurentius
Johnson	lement
Johnson	Marmaduke
Johnson	Martin
Johnson	Martinus
Johnson	Matheus
Johnson	Maurice
Johnson	Michael
Johnson	Michaelis
Johnson	Michaell
Johnson	Miles
Johnson	Milo
Johnson	Nath.
Johnson	Nathanael
Johnson	Nathaniel
Johnson	Nathaniel Palmer
Johnson	Nicholas
Johnson	Nicholaus
Johnson	Nichus
Johnson	not given
Johnson	Paul
Johnson	Peter
Johnson	Petro
Johnson	Petrus
Johnson	Philip
Johnson	Radulph
Johnson	Radulphus
Johnson	Radus
Johnson	Ralph
Johnson	Ric
Johnson	Ricardi
Johnson	Ricardus
Johnson	Ricardus
Johnson	Richard
Johnson	Richard
Johnson	Richard Poplewell
Johnson	Richard Popplewell
Johnson	Richardus
Johnson	Richus
Johnson	Robert
Johnson	Robert Augustus
Johnson	Robert Henry
Johnson	Robertus
Johnson	Robtus
Johnson	Rodolphus
Johnson	Rolandus
Johnson	Rooco
Johnson	Rowland
Johnson	Rowlandus
Johnson	Sam.
Johnson	Sampson
Johnson	Sampsones
Johnson	Sampsonus
Johnson	Samuel
Johnson	Samuelis
Johnson	Simo
Johnson	Simon
Johnson	Simones
Johnson	Solomon
Johnson	Stephanus
Johnson	Steven
Johnson	Talbott
Johnson	Tho.
Johnson	Tho:
Johnson	Thomae
Johnson	Thomas
Johnson	Thomas
Johnson	Thomas Crane
Johnson	Thome
Johnson	Unknown
Johnson	Walter
Johnson	Walter Maurice
Johnson	Walter Rankin
Johnson	Walterus
Johnson	Wibarn
Johnson	Wibarno
Johnson	Willam
Johnson	Willelmi
Johnson	Willelmus
Johnson	Willi
Johnson	William
Johnson	William Cooper
Johnson	William Downes
Johnson	William Henry
Johnson	William Moore
Johnson	William Popplewell
Johnson	William Tower
Johnson	William Towers
Johnson	William Wilbraham
Johnson	Willimus
Johnson	Willmus
Johnson	Willus
Johnson	Wolsey
Johnson	Woolsey
Johnson	Wybarne
Johnson	Zacarias
Johnson	Zachariah
Johnson	Zacharias
Johnson	Zachary
Johnson alias Neele	Thomas
Johnson alias Peter	Johannes
Johnsonn	Carolus
Johnsonn	Georgium
Johnsonne	Georgius
Johnsonne	Willelmus
Johnsonum	Radulphum
Johnsonus	Clemens
Johnsonus	Georgius
Johnsonus	Johanes
Johnsonus	Samuel
Johnston	Alexander
Johnston	Andrew
Johnston	Anthonio
Johnston	Edward
Johnston	Francis
Johnston	George
Johnston	Gideon
Johnston	Gulielmi
Johnston	Henricus
Johnston	Henry
Johnston	Johannes
Johnston	John
Johnston	Josephus
Johnston	Michael
Johnston	Nathanael
Johnston	Nathaniel
Johnston	Nicholas
Johnston	Ricardus
Johnston	Richardus
Johnston	Samuel
Johnston	Samuelis
Johnston	Thomas
Johnston	Thomas Bryan
Johnston	Towers
Johnston	William
Johnston	William Downes
Johnstone	Charles
Johnstone	Charles Joseph William
Johnstone	Edward
Johnstone	Franciscus
Johnstone	Gulielmus
Johnstone	James
Johnstone	Samuel
Johnstone	Thomas Bryan
Johnstone	Thomas Crane
Johnstone	William
Johnstone	William Joseph
Joice	Johannes
Joiliffe	Henry
Joiner	Robertus
Joinson	Joannes
Joinson	Petrus
Joinson	Thomas
Jolby	Henry
Joldvine	Robertus
Jole	Christopher
Jole	Christopherus
Jole	Gulielius
Jole	Gulielmus
Jole	Johannes
Jole	William
Jole	Willimus
Joley	Thomas
Jolie	Thomas
Joliff	Georgius
Joliffe	James
Joliffe	Tovey
Joliffe	Willimus
Jolinson	Edvardus
Joll	Johannes
Jolland	George
Jolland	Georgius
Jolland	Johannes
Jolland	John
Jolland	William
Jolland	Wolley
Jollande	Johannes
Jollands	Charles
Jollands	George
Jollands	Georgius
Jollands	Gulielmus
Jollands	Johannes
Jollands	John
Jolley	
Jolley	blank
Jolley	Ed.
Jolley	Edvardus
Jolley	Edward
Jolley	Henricus
Jolley	Johannes
Jolley	John
Jolley	Not given
Jolley	not given
Jolley	Robert
Jolley	Thomas
Jollie	Henricus
Jollie	Henry
Jollie	Thomas
Jollie	William
Jollie	Willimus
Jolliffe	James
Jolliffe	Peter William
Jolliffe	Thomas Robert
Jolliffe	Tovey
Jolliffe	William John
Jolliffe	Willielmus
Jolliffe	Willimus
Jolly	Edvardus
Jolly	Edward
Jolly	Guilelmus
Jolly	Gulielmus
Jolly	Henricus
Jolly	Hugh
Jolly	Thomas
Jolly	Willimus
Jollye	Hunting
Jollye	Richardus
Jollye	Thomas
Jollye	Willelmus
Jollye	William
Jollyffe	Georgius
Jollyffe	James
Joloo	Georgius
Joly	Roger
Joly	William
Joly	Wylyam
Jolybrande	Nicolaus
Jolye	Thomas
Jolye	William
Jompe	Wilhelmus
Jon	George
Jon	Guilielmus
Jon	Guilimus
Jon	Gulielmus
Jon	illegible
Jon	John
Jon	Jonathan
Jon	Joseph
Jon	Josephus
Jon	Lancelot
Jon	Launcelot
Jon	Peter
Jon	Richard
Jon	Richardus
Jon	Robertus
Jon	Rolande
Jon	Rolandus
Jon	Rowland
Jon	Thomas
Jon	William
Jon	Willimus
Jonas	James
Jonas	Thomas
Jonathan	blank
Jone	Guilielmus
Jone	John
Jone	Reginaldus
Jones	Not given
Jones	
Jones	(illegible)
Jones	--
Jones	Albon Thomas
Jones	Alex
Jones	Alexander
Jones	Alexus
Jones	Amos
Jones	Andreas
Jones	Andrew
Jones	Anselm
Jones	Anthonius
Jones	Anthony
Jones	Antonius
Jones	Arle
Jones	Arthur
Jones	Audeonus
Jones	Audoenus
Jones	Barnard
Jones	Barzillai
Jones	Ben
Jones	Benjamin
Jones	Bernardus
Jones	blank
Jones	Cad.
Jones	Cadwalader
Jones	Cadwallader
Jones	Cadwalladerus
Jones	Cadwallider
Jones	Caleb
Jones	Calvert Richard
Jones	Carolus
Jones	Charles
Jones	Charles Pewell
Jones	Charles Powell
Jones	Christopher
Jones	D.
Jones	Daniel
Jones	Daniel Lewis
Jones	Daniell
Jones	David
Jones	Davidus
Jones	Davis
Jones	Dearing
Jones	Denis Edward
Jones	E
Jones	Eadwardus
Jones	Edmund
Jones	Edmund
Jones	Edmundus
Jones	Edrus
Jones	Eduardus
Jones	Edvardus
Jones	Edw
Jones	Edward
Jones	Edward
Jones	Edward Chambres
Jones	Edwardus
Jones	Ellis
Jones	Emanuel
Jones	Emmanuel
Jones	Evan
Jones	Evans
Jones	Evanus
Jones	Floddan ?
Jones	Foulke
Jones	Fowlke
Jones	Francis
Jones	Franciscus
Jones	Fulco
Jones	Galfridus
Jones	Gasperus
Jones	Geoffrey
Jones	George
Jones	George Lewis
Jones	Georgius
Jones	Gervas
Jones	Gibon
Jones	Gilbertus
Jones	Gisperus
Jones	Godfrey
Jones	Godfridus
Jones	Grant
Jones	Grent
Jones	Griffin
Jones	Griffini
Jones	Griffinus
Jones	Griffith
Jones	Gruffith
Jones	Gualtero
Jones	Gualterus
Jones	Guilielmus
Jones	Guillielmus
Jones	Gul
Jones	Gulielmus
Jones	Gulielus
Jones	H.
Jones	Harry Longueville
Jones	Hen:
Jones	Henricus
Jones	Henry
Jones	Henry Prowse
Jones	Henry Thomas
Jones	Henrye
Jones	Herbert
Jones	Hezekiah
Jones	Hieronymus
Jones	Hoel
Jones	Howel
Jones	Howell
Jones	Howell Wepre Owen
Jones	Howellus
Jones	Hugh
Jones	Hugh Chambers
Jones	Hugh Chambres
Jones	Hugh Wynne
Jones	Hughe
Jones	Hugo
Jones	Humffredus
Jones	Humfredus
Jones	Humfrey
Jones	Humfrey
Jones	Humfridus
Jones	Humfry
Jones	Humphrey
Jones	illegible
Jones	Isaac
Jones	Isaaccus
Jones	Isaacus
Jones	Isaiah
Jones	J
Jones	J.
Jones	J.W.
Jones	Jacob
Jones	Jacobus
Jones	James
Jones	James Samuel
Jones	James Thomas
Jones	James Vincent
Jones	Jasparus
Jones	Jenkin
Jones	Jenkin Lloyd
Jones	Jeremiah
Jones	Jeronimi
Jones	Joannes
Jones	Joel
Jones	Joh'es
Jones	Joh:
Jones	Johan.
Jones	Johanes
Jones	Johannes
Jones	Johannes Ap
Jones	Johes
Jones	John
Jones	John ?
Jones	John A.
Jones	John Applethwaite
Jones	John Applewhaite
Jones	John Collier
Jones	John Edmund
Jones	John Fowell
Jones	John James
Jones	John Lloyd
Jones	John Madgwick
Jones	John Noyes
Jones	John Pike
Jones	John Price
Jones	John Theodosius
Jones	John Thomas
Jones	John Walker
Jones	John William
Jones	Johnnes
Jones	Jonathan
Jones	Jonathanus
Jones	Jones
Jones	Joseph
Jones	Joshua
Jones	Laramorus
Jones	Laurence
Jones	Laurentius
Jones	Lawrence
Jones	Lawrencius
Jones	Leepson
Jones	Lewes
Jones	Lewes
Jones	Lewis
Jones	Lewys
Jones	Leyson
Jones	Llewelin
Jones	Lloyd
Jones	Lodovic
Jones	Lodovicus
Jones	Lucas
Jones	Ludovic
Jones	Ludovicus
Jones	Marmaducas
Jones	Mathaeus
Jones	Matheus
Jones	Matta.
Jones	Mattheus
Jones	Matthew
Jones	Matthew Henry
Jones	Maurice
Jones	Mauricius
Jones	Mauritius
Jones	Meredith
Jones	Mereditii
Jones	Merico
Jones	Merricus
Jones	Michael
Jones	Michaell
Jones	Middleton
Jones	Morgan
Jones	Morgannus
Jones	Morganus
Jones	Morgayne
Jones	Moricus
Jones	Nathaniel
Jones	Neville
Jones	Nich:
Jones	Nicholas
Jones	Nicholaus
Jones	Nicolaus
Jones	nil
Jones	Nimrod
Jones	Not given
Jones	not given
Jones	O
Jones	Odoenus
Jones	Oenus
Jones	Oliver
Jones	Owdoenus
Jones	Owen
Jones	Owenus
Jones	Owin
Jones	Owinus
Jones	Owynus
Jones	Paramor
Jones	Parramor'
Jones	Pelham
Jones	Penry
Jones	Peter
Jones	Petris
Jones	Petrus
Jones	Phesus
Jones	Phil:
Jones	Philip
Jones	Philippus
Jones	Phillippus
Jones	Phillipus
Jones	Pryce
Jones	Radolph
Jones	Radulphus
Jones	Ralph
Jones	Ralph
Jones	Randolf
Jones	Raphe
Jones	Read
Jones	Reginald
Jones	Reginaldus
Jones	Ricardus
Jones	Rice
Jones	Riceus
Jones	Richard
Jones	Richard Pankred
Jones	Richards
Jones	Richardus
Jones	Richus
Jones	Ricus
Jones	Riseus
Jones	Robard
Jones	Robarte
Jones	Robert
Jones	Robert
Jones	Robert Chambers
Jones	Robert Chambres
Jones	Robert Goodman
Jones	Robertus
Jones	Robtus
Jones	Roderick
Jones	Rodericus
Jones	Roderus
Jones	Roger
Jones	Rogerius
Jones	Rogerus
Jones	Rolandus
Jones	Rowland
Jones	Rowlandus
Jones	Roynon
Jones	Ryc
Jones	Rychard
Jones	Salusbury
Jones	Sam:
Jones	Samuel
Jones	Samuel
Jones	Samuelem
Jones	Samuelis
Jones	Samuell
Jones	Samuelus
Jones	Saulsbury
Jones	Simon
Jones	Somerset
Jones	Somersett
Jones	Stepahnus
Jones	Stephanus
Jones	Sylvanus
Jones	Symonus
Jones	Theophilus
Jones	Tho
Jones	Tho:
Jones	Thomas
Jones	Thomas
Jones	Thomas Arthur
Jones	Thomas Cooke
Jones	Thomas Henry
Jones	Thomas Henshaw
Jones	Thomas Lequesne
Jones	Thomas Lewis
Jones	Thomas Seth
Jones	Thos:
Jones	Timothy
Jones	Trevor Owen
Jones	unknown
Jones	Walter
Jones	Walter ?
Jones	Walter Richard
Jones	Walterus
Jones	Watkin
Jones	Watson
Jones	Watts
Jones	Wilfred
Jones	Wilhelmus
Jones	Wilielmus
Jones	Will
Jones	Willaim
Jones	Willelmus
Jones	Willhelmus
Jones	Willi
Jones	William
Jones	William Brook
Jones	William Brooke
Jones	William Hall
Jones	William Pitman
Jones	William Pittman
Jones	William Prankerd
Jones	William Robert
Jones	Williamus
Jones	Willielmus
Jones	Willimus
Jones	Willliam
Jones	Willmus
Jones	Wyndham
Jones	[blank]
Jones alias Allyne	Robertus
Jones als Randall	Willimus
Jones als Thomas	Johannes
Jonet	
Jonipe	Wilhelmus
Jonis	blank
Jonks	David
Jonnellus	Philippus
Jonoway	Gulielmus
Jons	(illegible)
Jons	Alexander
Jonsling	Thomas
Jonson	Alexanderus
Jonson	Edward
Jonson	Henricus
Jonson	Henry
Jonson	Hugo
Jonson	Joannes
Jonson	Johannes
Jonson	John Bankes
Jonson	Launcelot
Jonson	Radulphus
Jonson	Richardus
Jonson	Robart
Jonson	Robertus
Jonson	Robtus
Jonson	Thomas
Jonsonns	Radulphus
Jonyn	John Frederick
Jonys	Davy
Jonys	Edwardus
Jonys	Johannes
Jonys	Morgan
Jonys	Petrus
Jonys	Philippus
Jonys	Ricardus
Jonys	Richardus
Jonys	Ryss
Joones	Johannes
Joones	Richard
Joones	Robertus
Joones	Rogerus
Joones	William
Joory	Edmundus
Jope	John
Jope	Richardus
Jope	Rog
Jope	Rogerus
Jope (?)	Rogerus
Jopham	Anthony
Jophcott	Henry
Joppin	John
Jopson	Daniel
Jordain	Thomas
Jordaine	Henricus
Jordaine	Ignatius
Jordaine	Johannes
Jordaine	John
Jordaine	Robertus
Jordame	Johannes
Jordan	--
Jordan	Abraham
Jordan	Benjamin
Jordan	Benjamin
Jordan	blank
Jordan	George
Jordan	George Colebrook
Jordan	George Colebrooke
Jordan	Georgius
Jordan	Gibbes Walker
Jordan	Gibbs Wlker
Jordan	Henricus
Jordan	Humphrey
Jordan	Johannes
Jordan	John
Jordan	John Nesbit
Jordan	John Thomas
Jordan	Jona:
Jordan	Jonathan
Jordan	Marriot
Jordan	Nathaniell
Jordan	not given
Jordan	Richard
Jordan	Richardus
Jordan	Robert
Jordan	Robertus
Jordan	Samuel
Jordan	Tho Marshall
Jordan	Thomas
Jordan	Thomas Marshall
Jordan	Thome
Jordan	Wilhelmus
Jordan	William
Jordan	Willimus
Jordane	Jonathan
Jordane	Ricardus
Jordane	Richardus
Jordanum	Richardus
Jordayne	Edward
Jordayne	John
Jordayne	Richard
Jordayne	Robertus
Jordayne	Thomas
Jordayne	Willimus
Jordean	Nathaniel
Jorden	blank
Jorden	Edward
Jorden	Henricus
Jorden	Humfredus
Jorden	Humfry
Jorden	Humphredus
Jorden	Johannes
Jorden	Marriot
Jorden	Marriott
Jorden	Nathanael
Jorden	Ricardum
Jorden	Richard
Jorden	Richardus
Jorden	Robert
Jorden	Samuel
Jorden	Thomas
Jorden	Thome
Jorden	William
Jorden	Willimus
Jorder	Johannes
Jordeyn	Humfridus
Jordeyn	Thomas
Jordeyne	Robert
Jordiff	Leonard
Jordin	Willimus
Jordinne	John
Joreton	Carolus
Jorey	Jacobus
Jorson	Gulielmus
Jortin	Johannes
Jortin	John
Jorton	Johannem
Jorton	Johannes
Jorton	Richard
Jorvell	Jonas
Joscelin	Ezechia
Joscelin	Thomas
Jose	Digory
Jose	Thomas
Joselin	Ezekiae
Joselyn	Thomas
Joseph	Andrew
Joseph	Johannes
Joseph	Johannes
Joseph	John
Joseph	Robertus
Josephe	John
Josephi	Radulphi
Josephull	unknown
Joseppe	Christopher
Joshau Waltham	
Joshua	Burrow
Joslin	Galfridus
Joslin	Thomas
Joslyn	Thomas
Joslyne	Galfridus
Josnes	Henry
Josopp	Roberti
Jospeys	Thomas
Joss	Johem
Josse	Thomas
Josselen	Johannes
Josselin	Geoffrey
Josselin	John
Josselin	Radulphus
Josselyn	George
Josselyn	John
Josslin	Galfridus
Jostlyn	Johannes
Jostone	Johannes
Josua	Richard
Jottrell	Johes
Jotty?	Daniel
Joubert	Peter
Jourd	William
Jourd	Wm.
Jourdeane	John
Jourden	Johannes
Jourden	Thomas
Jours	Bicholas
Jours	Johannes
Jousing	Thomas
Jouxon	Sam:
Jouxson	Benjaminus
Jouxson	Samuel
Jowell	Thomas
Jowet	Richardus
Jowett	Edward
Jowett	Henry
Jowett	James Forbes
Jowett	John
Jowett	Joseph
Jowett	William
Jowlin	Thomas
Joy	Edw:
Joy	Edward
Joy	Edwarde
Joy	Edwardus
Joy	Georgius
Joy	John
Joy	Oliverus
Joy	Robertus
Joy	Thomas
Joy	William
Joy?	Stephen
Joyce	
Joyce	James
Joyce	Jeremiah
Joyce	Johannes
Joyce	John
Joyce	Nicholaus
Joyce	nil
Joyce	not given
Joyce	Robertus
Joyce	Thomas
Joyce	William
Joye	
Joye	Christopher
Joye	Edwardus
Joye	George
Joye	Georgius
Joye	Johannes
Joye	John
Joye	Oliver
Joye	Robertus
Joye	Stephanus
Joye alias Jeaye	Thomas
Joyes	Henricus
Joyes	Thomas
Joyes	Thomas
Joyle	Henry
Joynar	Simon
Joyne	Tho:
Joyner	Daniel
Joyner	Danielis
Joyner	Daniell
Joyner	Guilelmus
Joyner	Guilielmus
Joyner	Isaac
Joyner	Isaaccus
Joyner	Isaack
Joyner	Isaacke
Joyner	Isaackus
Joyner	Isaacub
Joyner	Isaacus
Joyner	Isaccus
Joyner	Issacus
Joyner	John
Joyner	Robert
Joyner	Robertus
Joyner	Simon
Joyner	Symo
Joyner	[illegible through erasure]
Joynes	Gulielmus
Joynes	James
Joynes	Johannes
Joynes	John
Joynes	Rd Symds
Joynes	Richard
Joynes	Richard Symonds
Joynes	William
Joyns	Thomas
Joynson	Arthurus
Joynson	Petrus
Joynson	Thomas
Joys	Henricus
Joyse	Johannes
Jredel	Arthur
Jubb	George
Jubb	Georgius
Jubb	John
Jubb	Robert
Juby	Thomas
Juce	Henricus
Juckley	Richard
Juckpen	Christopherus
Jucks	Simon
Juckston	Willemus
Judd	Dean
Judd	Deane
Judd	George
Judd	Johannes
Judd	Theo.
Judd	Theophilus
Judde	Johannes
Judde	Willelmus
Jude	
Jude	Edrus
Jude	Edvardi
Jude	Edw
Jude	Edward
Jude	Edwardus
Jude	illegible
Jude	William
Judge	Edward
Judge	John Richard
Judges	Arthur
Judgson	
Judgson	William
Judgson	William George
Judkin	Thomas
Judkin	Thomas James
Judkins	Thomas James
Judkyn	Willimus
Judson	Jonathan
Judson	Richard
Judson	Richardus
Judson	Richus
Judson	Thomas
Judworth	William
Juell	Johannes
Juell	John
Juell	Melancthonis alias Thomas
Juell	Thomas
Juell	Willimus
Juet	Ralph
Juett	Johannes
Juett	John
Juett	Thomas
Jugby	Richard
Juge	Richardus
Juge	Thomas
Juge	William
Jugelo	Nathaniel
Jugg	Richardus
Juggard	Richard
Jugham	Johannes
Juglane	Johannes
Jugles	John
Juglis	John
Juians	James
Juice	Samuel
Juice	Thomas
Juie	Jacobus
Juisie	Anthonius
Juke	Eduard
Jukeforbe	Roger
Jukersall	Edwardus
Jukes	George Morss
Jukes	Henricus
Jukes	John Morss
Jukeson	Thomas
Jule	Thomas alias 'Melancthonem'
Julian	Humphry
Julian	John Page
Julian	Joseph
Julien	Johannes
Julion	Petrus
Julius	William John
July	Thomas
Julyan	Johannes
Julyan	Richardus
Julyane	Johannes
Juman	Thomas
Juman	Willimus
Jumpe	William
Juner	Johannes
Junes	Alexander
Junes	Peter
Junion	Edward
Junior	Edward
Junior	Johannes
Juns	Patricius
Jupe	Henricus
Jurdan	Ricardus
Jurdan	Richard
Jurdan	Thomas
Jurdan	William
Jurdayne	Edward
Jurdayne	Humfridus
Jurdayne	Johannes
Jurdayne	Richard
Jurde	John
Jurdefeild	John
Jurden	Humfridus
Jurden	Richard
Jurdeyne	Robert
Jurduyn	Johes
Jure	Willelmus
Jurie	Thomas
Jurie	unknown
Jurieus	Peter
Jurin	James
Jury	Nathaniel
Jury	Nathanielis
Jury	Thomas
Jurye	Thomas
Juson	Thomas
Juson	William
Justamond	John
Justannard	John
Juste	Robertus
Justell	Henricus
Justellus	Henricus
Justian	Petrus
Justice	
Justice	Adam
Justice	Adamus
Justice	Edward
Justice	Gaspar
Justice	Gasparus
Justice	Gulielmo
Justice	Gulielmus
Justice	Jasper
Justice	Johannes
Justice	John
Justice	Robert
Justice	Robertus
Justice	Thomas
Justice	William
Justie	Richardus
Justie	Robertus
Justis	Georgius
Justy	Richardus
Justyce	Robertus
Justyce	Thomas
Justyn	Richardus
Justys	Edward
Juttesham	Johannes
Juttesham	Radulphus
Jux	Simon
Juxe	Arthurus
Juxon	
