Surname	Forename
Holden	Thomas
Holden	William
Holden	William Rose
Holden	Willimus
Holder	Clement
Holder	George
Holder	Johannes
Holder	William
Holdesworth	Michael
Holding	Maurice
Holding	Samuel
Holdip	Andreas
Holdred	Gilbertus
Holdred	Marci
Holdshipp	Armellus
Holdsworth	Henry
Holdsworth	Jude
Holdsworth	Robert
Holdsworth	William
Holdsworth	Winch
Hole	Ellis
Hole	Henricus
Hole	Henry
Hole	Hugo
Hole	John
Hole	Matthew
Hole	Matthew
Hole	Nicholas
Hole	Robert
Hole	William
Holford	Blank
Holford	Charles
Holford	Thomas
Holiday	John
Holidaye	Thomas
Holiley	John
Holinshead	Edward
Holinshead	Obadiah
Holinsworth	Richard
Holiwell	Laurence
Holiwell	Richard
Holl	Thomas
Holland	blank
Holland	Brian
Holland	Brian
Holland	Bryanus
Holland	Christopher
Holland	Edward
Holland	Francis
Holland	George
Holland	Gilbertus
Holland	Guilihelmus
Holland	Henricus
Holland	Henricus
Holland	Henricus
Holland	Hugh
Holland	James
Holland	Jeffrey
Holland	Johannes
Holland	Johannes
Holland	John
Holland	John
Holland	John
Holland	John
Holland	John
Holland	Nicholas
Holland	Philip
Holland	Richard
Holland	Richard
Holland	Richard
Holland	Robert
Holland	Robert
Holland	Robertus
Holland	Robertus
Holland	Robertus
Holland	Thomas
Holland	Thomas
Holland	Thomas
Holland	Thomas
Holland	William
Holland	William
Holland	William
Holland	William Woollams
Hollande	William
Hollanden	Laurentius
Hollard	Thomas
Hollaway	Willielmus
Hollder	William
Holled	Knightley
Hollefear	William Mainwaring
Hollene	Christopher
Holley	Godfrey
Holley	Thomas
Holliday	Andrew
Holliday	Andrew
Holliday	Bartemius
Holliday	Evan
Holliday	Henry
Holliday	Willimus
Hollidaye	Henry
Hollier	Henry
Hollier	Richard
Hollier	Robert
Hollier	Walter
Holliman	Edward
Hollingeworthe	John
Hollings	Richard
Hollings	William
Hollingworth	Benjamin
Hollingworth	Nathaniel
Hollingworth	Philip
Hollinpriest	John
Hollins	Johannes
Hollins	Philip
Hollins	Wilhelmus
Hollins	William Brock
Hollinshead	Allinson
Hollinshead	Edward
Hollinshead	Edward
Hollinshed	Edward
Hollinworthe	Ralph
Hollis	George Parry
Hollis	James
Hollis	Joseph
Hollis	Thomas
Hollis	Thomas
Hollme	Gilbert
Hollmes	Richardus
Hollowaie	Jacobus
Holloway	
Holloway	Benjamin
Holloway	Benjamin
Holloway	Benjamin
Holloway	blank
Holloway	Gamaliel
Holloway	Henry
Holloway	Jacobus
Holloway	James Thomas
Holloway	John
Holloway	John
Holloway	John
Holloway	John
Holloway	Robert
Holloway	Samuel
Holloway	Thomas
Holloway	Thomas
Holloway	Thomas
Holloway	William
Hollwey	Thomas
Hollyday	Daniel
Hollyer	Johannes
Hollyerd	Gilbertus
Hollyhead	William
Hollynshed	Johannes
Hollynshedd	Richard
Holme	Edmund
Holme	Edmund
Holme	Edward
Holme	Edward
Holme	Edward
Holme	Frederick William
Holme	George
Holme	George
Holme	George
Holme	Georgius
Holme	Georgius
Holme	Gulielmus
Holme	Henry
Holme	Henry
Holme	Hugh
Holme	James
Holme	James
Holme	James
Holme	John
Holme	John
Holme	John
Holme	John
Holme	John
Holme	John
Holme	John
Holme	John
Holme	Mathew
Holme	Michael
Holme	Richard
Holme	Richard
Holme	Richard
Holme	Robert
Holme	Robert
Holme	Robert
Holme	Robert
Holme	Robertus
Holme	Thomas
Holme	Thomas
Holme	Thomas
Holme	Thomas
Holme	William
Holme	William
Holme	William
Holmes	Anthonius
Holmes	Archibald
Holmes	Benjamin
Holmes	Christoferus
Holmes	Edward
Holmes	George
Holmes	George
Holmes	Georgio
Holmes	Georgius
Holmes	Gervas
Holmes	Gervase
Holmes	James
Holmes	Joannes
Holmes	Johannes
Holmes	John
Holmes	John
Holmes	John
Holmes	John
Holmes	John
Holmes	John
Holmes	John
Holmes	Joseph
Holmes	Lionel
Holmes	Nicholas
Holmes	Richard
Holmes	Richardus
Holmes	Richardus
Holmes	Richardus
Holmes	Robert
Holmes	Robert
Holmes	Robertus
Holmes	Thomas
Holmes	Thomas
Holmes	unknown
Holmes	Walter
Holmes	William
Holmes	William
Holmes	William
Holmes	William
Holmes	Willimus
Holms	Geo
Holmys	Thomas
Holnas	Johannes
Holnest	unknown
Holney	John
Holt	David
Holt	Eduardus
Holt	Edward
Holt	Gabrielis
Holt	George
Holt	Hieremiah
Holt	Iacobus
Holt	James
Holt	John
Holt	John
Holt	John
Holt	not given
Holt	Richard
Holt	Richard
Holt	Robert
Holt	Robert
Holt	Thomas
Holt	Thomas
Holt	William
Holt	William Fowler
Holt	William Henry
Holtam	Franciscus
Holte	Francis
Holte	Gabriel
Holte	Georgius
Holte	Jacobus
Holte	James
Holte	Johannes
Holte	Johannes
Holte	Johanni
Holte	John
Holte	John
Holte	John
Holte	Joseph
Holte	Robert
Holte	Robertus
Holte	Robertus
Holte	Thomas
Holte	Thomas
Holton	
Holton	Johannes
Holton	Johannes
Holway	Barnabas
Holway	Gulielmus
Holwel	
Holwell	Edward Offspring
Holwell	William
Holwell	William
Holwey	John
Holwey	Moses
Holwey	Richardus
Holworthy	Samuel
Holyday	George
Holyoake	Henry
Holyoake	Henry
Holyoake	William
Holyoke	Francis
Holyoke	Thomas
Holzt	Edward
Home	George
Home	Radolph
Home	Robert
Home	William Archibald
Homer	Arthur
Homer	Henry
Homer	Henry
Homer	Philip Bracebridge
Homer	William
Homes	Christoferus
Homes	Richardo
Homfray	Edward
Homfray	Francis
Homfray	Guilielmus
Homfray	Jeremiah Caswell
Homfray	John
Hondishe	Henry
Honeyborne	Joseph
Honeycombe	Benjamin
Honford	John
Honiborne	John
Honifeld	Gabriel
Honnersley	not given
Hony	John
Hony	William Edward
Honywood	John
Honywood	Michael
Hood	Arthur
Hood	Arthur William
Hood	Paulus
Hood	Robertus
Hood	Samuel
Hood	Thomas
Hoode	Henrico
Hoodles	Thomas
Hook	 John
Hook	James
Hook	John
Hook	Nathaniel
Hook	Theophilus
Hook	unknown
Hook	Walter Farquhar
Hook	William
Hook	William
Hooke	
Hooke	Christophoros
Hooke	Gilbert
Hooke	Henricus
Hooke	Joannes
Hooke	John
Hooke	John
Hooke	Samuel
Hooke	Thomas
Hooke	Thomas
Hooke	William
Hooker	John
Hooker	not given
Hooker	Richard
Hooker	Thomas Redman
Hooker	William
Hoole	James
Hooley	Anthony
Hooper	
Hooper	Francis
Hooper	George
Hooper	Guilielmus
Hooper	James
Hooper	John
Hooper	Nicholas
Hooper	Robert
Hooper	Thomas
Hooper	Thomas Poole
Hooper	William
Hooton	Henry
Hooton	Henry
Hope	Benjamin
Hope	blank
Hope	blank
Hope	Charles
Hope	Charles Robert
Hope	Charles Stead
Hope	Frederick William
Hope	Henry
Hope	Henry Payne
Hope	James
Hope	John
Hope	John
Hope	John
Hope	Marcus
Hope	Mark
Hope	Richard Mellor
Hope	Thomas
Hope	Thomas
Hoper	Henry
Hopes	Francis
Hopes	Osbertus
Hopkens	
Hopkins	Daniel
Hopkins	David
Hopkins	Gulielmus
Hopkins	Henricus
Hopkins	Henry
Hopkins	Henry
Hopkins	Henry John
Hopkins	Jacobus
Hopkins	Johannes
Hopkins	John
Hopkins	John
Hopkins	John
Hopkins	John
Hopkins	John Oliver
Hopkins	John William
Hopkins	Jordanum
Hopkins	Maurice Uphill
Hopkins	Nehemiah
Hopkins	Peter
Hopkins	Richard
Hopkins	Richard
Hopkins	Sampson
Hopkins	Thomas
Hopkins	Thomas
Hopkins	Thomas
Hopkins	Thomas
Hopkins	Thomas
Hopkins	Thomas
Hopkins	Thomas
Hopkins	Thomas
Hopkins	William
Hopkins	William
Hopkins	William
Hopkins	William
Hopkins	William
Hopkins	William
Hopkins	William
Hopkins	William
Hopkins	William
Hopkins	William Toovey
Hopkinson	Edmund
Hopkinson	Edward
Hopkinson	Henry
Hopkinson	Jabez
Hopkinson	Thomas
Hopkyn	Jasperus
Hopkyns	John
Hopkyns	Nicholaus
Hopkyns	Rychard
Hopkyns	Thomas
Hopkyns	Thomas
Hopkynson	Edwardus
Hopkynson	Willimus
Hopleye	Urian
Hopper	Ralph Lambton
Hopper	Robertus
Hopper	Thomas
Hopper	William
Hopson	Clemens
Hopson	Richardus
Hopston	John
Hopton	Johannes
Hopton	Johannes
Hopton	John
Hopton	Thomas
Hopton	Thomas
Hopton	William Cope
Hopwode	Arthuro
Hopwood	Edmund
Hopwood	James
Hopwood	not given
Hopwood	not given
Hopwood	not given
Horberry	Martin
Horbery	Matthew
Horby	Edward
Horde	Richardo
Hordeley	William
Horden	Edwardus
Horden	George
Horderen	James
Hordley	Thomas
Hore	John
Hore	William
Hore	William Strong
Horewood	Wilhelmus
Horford	Nathaniel
Horler	Jeremy
Horler	Joseph
Horley	Joseph
Horley	Willimus
Horlingham	Jasper
Horlock	Isaac William Webb
Horlock	William
Hormbie	Johannes
Horn	Michaell
Horn	Nicholaus
Horn	Willimus
Hornbie	William
Hornby	Edward Thomas Stanley
Hornby	George
Hornby	Georgius
Hornby	Thomas
Hornbye	Georgius
Horndon	David
Horndon	John
Horndon	Thomas
Horne	blank
Horne	Carolus
Horne	Cornelius
Horne	Edward
Horne	George
Horne	Henry
Horne	Isaac
Horne	Jo:
Horne	Johannes
Horne	John
Horne	John
Horne	Melvil
Horne	not given
Horne	Richard
Horne	Richard
Horne	Robert
Horne	Robert
Horne	Robert
Horne	Robert
Horne	Robertus
Horne	Samuel
Horne	Thomas
Horne	Thomas
Horne	Thomas
Horne	Thomas
Horne	Thomas
Horne	Thomas
Horne	Thomas
Horne	Thomas
Horne	Thomas
Horne	Thomas
Horne	Thomas
Horne	Thomas
Horne	Thomas
Horne	Thomas
Horne	Thome
Horne	William
Horne	William
Horne	William
Horne	William
Hornebye	Nicholai
Horneck	Anthony
Horner	John
Horner	John Stuart Hippisley
Horner	William
Horner	Willimus
Hornidge	William Gwinnet
Hornsby	George
Hornsby	Nicholas
Hornsby	Thomas
Hornsby	Thomas
Hornsey	Thomas
Horobin	John
Horobyn	John
Horobyn	Laurence
Horridge	Anthony
Horrobin	Robert
Horrockes	Roger
Horrocks	Alexander
Horrocks	Alexander
Horrocks	James
Horrocks	William
Horsell	Henricus
Horseman	James
Horseman	John
Horseman	John
Horseman	John
Horseman	Nicholas
Horseman	Philip
Horseman	Philip
Horseman	Thomas
Horseman	William
Horsemanden	Richus
Horsemanden	Samuel
Horsey	Edmundus
Horsey	John
Horsey	Joseph
Horsey	William
Horsey	William
Horsford	Thomas Fahie
Horsington	Gasperus
Horsker	Nicholas
Horsley	Francis
Horsley	Heneage
Horsley	Isaac
Horsley	Samuel
Horsley	William
Horsman	Peter
Horsmanden	Daniel
Horsmanden	Thomas
Horsmanden	Thomas
Horspoole	Franciscus
Horston	Richard
Hort	George
Hort	Josias
Horton	Alexander
Horton	Edward
Horton	Humfrey
Horton	Humphrey
Horton	James
Horton	James
Horton	Johannes
Horton	John
Horton	Joshua Thomas
Horton	Richard
Horton	Thomas
Horton	Thomas
Horton	Thomas
Horton	Thomas
Horton	Walter
Horton	William
Horton	William
Horton	William
Horton	William
Horward	William
Horwood	Johannes
Horwood	John
Horwood	Ric
Horwood	Richard
Hose	Frederick
Hosea	Elias
Hosier	Richard
Hoskelh	Gul
Hoskin	Nicholas
Hoskins	Charles
Hoskins	Christopher
Hoskins	Henry
Hoskins	James Williams
Hoskins	Joannes
Hoskins	Johannes
Hoskins	Johannes
Hoskins	John
Hoskins	John
Hoskins	John
Hoskins	John
Hoskins	Robert
Hoskins	William Edward
Hoskyns	William
Hoskyns [-Abrahall]	John
Hoskyns[-Abrahall]	John
Hoste	Willimus
Hostelyn	John
Hosyer	John
Hotchkis	Giles
Hotchkis	Hugo
Hotchkis	John
Hotchkis	Lenoard
Hotchkis	Leonard
Hotchkis	Thomas
Hotchkis	Thomas
Hotchkiss	James
Hotchkiss	Samuel
Hotchkys	Vincent
Hotham	Edward
Hotham	Frederick
Hotham	John
Hottofte	Johannes
Hough	Daniel
Hough	Edmund
Hough	George
Hough	George
Hough	Henry
Hough	James
Hough	Johannes
Hough	John
Hough	John
Hough	Nathaniel
Hough	Ralph
Hough	Robert
Hough	Thomas
Hough	Thomas
Houghan	Thomas
Houghe	Roger
Houghten	Robertus
Houghton	Aylmer
Houghton	blank
Houghton	Edmundus
Houghton	Gulielmus
Houghton	Henry
Houghton	Johannes
Houghton	Johannes
Houghton	John
Houghton	Nicholas
Houghton	Peter
Houghton	Richard
Houghton	Robert
Houghton	Robert
Houghton	Robert
Houghton	Thomas
Houghton	William
Houghton	William
Houghton	William
Houlditch	Edward
Houldston	Thomas
Houlker	James
Houlton	Robert
Houlton	Robert
Houndsfeild	Godfrey
Housby	Isaac
Housby	John
House	Johannes
Housegoe	Thomas
Housman	John
Housman	Thomas
Houthy	Thomas
Hoveden	George
Hoveden	Rob:
Hovenden	Robert
Hovenden	Walter
How	Alexander
How	Christopher
How	Gervase
How	James
How	James
How	Richardus
How	Thomas
How	William
Howard	Charles
Howard	Henricus
Howard	Henry Edward John
Howard	Henry Edward John
Howard	John
Howard	John Garton
Howard	Lewis
Howard	Lodovicus
Howard	Richard
Howard	Thomas
Howard	Thomas
Howard	William
Howard	William Henry
Howarth	Henry
Howbyn	John
Howchins	John
Howchyns	Willimus
Howdell	John
Howdell	Roberto
Howdell	William
Howe	blank
Howe	Christopher
Howe	Edmundus
Howe	Edward
Howe	George
Howe	Henricus
Howe	Jacobus
Howe	James
Howe	John
Howe	Jos
Howe	Peter
Howe	Richard
Howe	Robertus
Howe	Thomas
Howel	James
Howell	Benjamin
Howell	Davicus
Howell	Edwynus
Howell	George
Howell	Henry
Howell	Hugo
Howell	James
Howell	Johannes
Howell	Johes
Howell	John
Howell	John
Howell	John
Howell	John
Howell	John
Howell	John
Howell	John
Howell	John
Howell	John
Howell	John
Howell	Joshua
Howell	Levold Thomas
Howell	Mauricius
Howell	Rees
Howell	Riceus
Howell	Richard
Howell	Richard
Howell	Rowland Williams
Howell	Thomas
Howell	Thomas
Howell	Thomas
Howell	Thomas
Howell	Thomas
Howell	Thomas
Howell	William
Howell	William
Howells	Abraham
Howells	David
Howells	Howell
Howells	John
Howells	John
Howels	William
Howel[l]	Lewis Jones
Howel[l]	Meredith
Howes	Francis
Howes	Johannes
Howes	John
Howes	Thomas
Howes	Thomas
Howes	Thomas
Howes	William
Howet	Richardus
Howett	John
Howett	Rogerus
Howford	William
Howgrave	Henrico
Howgrave	John
Howgrave	Willimus
Howis	Richard
Howis	Willimo
Howitt	Thomas
Howkins	Edward
Howlatt	Anthonius
Howldsworth	Guilielmus
Howle	Thomas
Howlet	John
Howlett	Edward
Howlett	John
Howlett	Thomas
Howlette	Thomas
Howley	William
Howman	Arthur Edward
Howorth	Thomas
Howorthe	Oliver
Howse	Johannes
Howse	William
Howson	Charles
Howson	Francis
Howson	Joannes
Howson	Johannes
Howson	Robert
Howson	Thomas
Howtham	Rogerus
Howton	Radulph
Howyt	Petrus
Howyt	Rogerus
Hoy	Henry
Hoy	Samuel
Hoyland	Edvardus
Hoyland	John
Hoyland	John
Hoyle	Richard
Hoyles	Hercules
Hoys	William
Huat	Thomas
Hubart	Johannes
Hubatt	William
Hubbard	Augustus Ladbroke
Hubbard	Edward
Hubbard	Henry
Hubbard	John
Hubbard	Thomas
Hubberd	Richard
Hubberde	Gulielmus
Hubbersty	John Wade
Hubbersty	Nathan
Hubbersty	Nathan
Hubbert	Thomas
Hubbock	John
Hubbocke	Johannes
Hubbocke	Thomas
Huchenson	Hugo
Huchenson	William
Huchenson	William
Huchesson	Christopher
Huchinson	Cuthbert
Huchinson	Gulielmus
Huchinson	Robertus
Huck	Richard
Huckell	Edmundus
Huckell	John
Huckell	Thomas
Huckle	unknown
Hucklescote	William
Hucksley	unknown
Huckstable	John
Hucton	Johannes
Huddesford	George
Huddesford	George
Huddesford	George
Huddesford	John
Huddesford	William
Huddesford	William
Hudleston	Andrew
Hudleston	Curwen
Hudleston	John
Hudleston	Lawson
Hudleston	Thomas
Hudleston	Wilfrid
Hudleston	William
Hudsford	blank
Hudson	Alexander
Hudson	blank
Hudson	Christopher
Hudson	Christopher
Hudson	Edward
Hudson	Francis
Hudson	Franciscus
Hudson	George
Hudson	George
Hudson	George
Hudson	Gul.
Hudson	Gulielmus
Hudson	Henry
Hudson	James John
Hudson	Johannes
Hudson	Johannes
Hudson	Johannes
Hudson	Johannes
Hudson	John
Hudson	John
Hudson	John
Hudson	Joseph
Hudson	Joseph
Hudson	Joseph
Hudson	Martin
Hudson	Michael
Hudson	Moses
Hudson	Peter
Hudson	Richard
Hudson	Robert
Hudson	Robertus
Hudson	Samuel
Hudson	Samuel
Hudson	Samuel
Hudson	Samuel
Hudson	Samuel
Hudson	Simonis
Hudson	Thomas
Hudson	Thomas
Hudson	Thomas
Hudson	Thomas
Hudson	William
Hudson	William
Hudson	William
Hudson	William
Hudston	Geffrey
Hudwin	Robert
Hue	Corbet
Hueson	John
Huet	Gilbert
Huet	John
Huetson	Thomas
Huett	not given
Huett	Tobias
Huett	William
Huff	Stephen
Huffam	Michael
Huffam	Stephan
Huffam	Vincent
Huffe	Stephen
Huffham	John
Huffingham	Richardus
Huges	Richard
Huggard	Martinus
Huggen	Stephanus
Hugget	Roger
Huggins	Charles
Huggins	Jacobus
Huggins	John
Huggins	Robertus
Huggyns	Petrus
Hugh	Joh
Hugh	William
Hughes	
Hughes	
Hughes	Bartholomew
Hughes	blank
Hughes	Charles
Hughes	Charles
Hughes	David
Hughes	David
Hughes	David
Hughes	David
Hughes	Edoardus
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Edward
Hughes	Evanus
Hughes	George
Hughes	George Hunter
Hughes	Griffith
Hughes	Henricus
Hughes	Henry
Hughes	Henry
Hughes	Henry
Hughes	Henry Allwright
Hughes	Holland
Hughes	Hugh
Hughes	Hugh
Hughes	Hugh
Hughes	Hugh
Hughes	Hugh
Hughes	Hugo
Hughes	James
Hughes	James Henry
Hughes	Jenkin
Hughes	Johannes
Hughes	Johannes
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John
Hughes	John William
Hughes	Lewis
Hughes	Maurice
Hughes	Moses
Hughes	Obadiah
Hughes	Owen
Hughes	Owin
Hughes	Rees
Hughes	Ricardus
Hughes	Rice
Hughes	Rice
Hughes	Richard
Hughes	Richard
Hughes	Richard
Hughes	Richard
Hughes	Richard
Hughes	Richard
Hughes	Richardus
Hughes	Robert
Hughes	Robert
Hughes	Robert
Hughes	Robert
Hughes	Robert
Hughes	Robert Edward
Hughes	Roger
Hughes	Roger
Hughes	Roger Barnston
Hughes	Sargent
Hughes	Simon
Hughes	Terry T
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	Thomas
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William
Hughes	William H.
Hughes	William Jones
Hughson	Ralph
Hughson	Roger
Hughson	Thomas
Huish	John
Huish	John
Huish	William
Hukis	Henry
Hulbert	Henricus
Hulbert	Henricus
Hulbert	Robert
Hulbert	Thomas
Hulcombe	Edward
Hulet	James
Hulett	Johannes
Hulett	Rogerus
Hulinge	Philip
Hulker	Johannes
Hull	Anth
Hull	blank
Hull	Guiliellmus
Hull	Johannes
Hull	John
Hull	Laurence
Hull	Paul
Hull	Richard
Hull	Thomas
Hull	Thomas
Hull	Thomas
Hull	Thomas
Hull	Wilhelmus
Hull	Wilhelmus
Hull	Wilhelmus
Hull	William
Hulley	Thomas
Hullocke	Simon
Hulme	Edward
Hulme	Francis Philips
Hulme	John
Hulme	John
Hulme	John
Hulme	John
Hulme	Radolph
Hulme	Ralph
Hulme	Raphe
Hulme	Thomas Tonken
Hulme	William
Hulme	William
Hulme	William Wheeler
Hulmes	John
Hulse	John
Hulse	Thomas
Hulse	Westrow
Hulsse	Georgio
Hulton	Edward
Hulton	John
Hulton	John
Hulton	William
Humble	Michael Maughan
Humble	Timotheus
Hume	Charles John
Hume	Francis Herbert
Hume	Georgius
Hume	John
Hume	John
Hume	Nathaniel
Hume	Thomas Henry
Humes	Johannes
Humferyes	Hugo
Humffreis	Humfrey
Humffrey	Edmundus
Humffrey	Richardus
Humffreyes	Hugh
Humffreyes	Hugo
Humffries	Edwardus
Humffries	Robertus
Humffries	Rodericus
Humfrays	Samuel
Humfrey	Laurence
Humfrey	Nicholas
Humfrey	Richard
Humfrey	Richard
Humfrey	William
Humfrey	William Green
Humfreyes	Richardo
Humfreys	Peter
Humfrid	John
Humfries	Guilielmus
Humfries	Luke
Humfry	Philip
Humfryes	Richard
Humfryes	Richardus
Humlocke	Johannes
Humphrey	Adiell
Humphrey	Ricaeus
Humphrey	William
Humphrey	William
Humphrey	William Green
Humphreys	Arthur
Humphreys	Charles
Humphreys	David
Humphreys	David
Humphreys	Francis
Humphreys	Henry
Humphreys	Hugh
Humphreys	Humphrey
Humphreys	Humphrey
Humphreys	Humphrey
Humphreys	John
Humphreys	John
Humphreys	John
Humphreys	John
Humphreys	Joseph
Humphreys	Richard
Humphreys	Richard
Humphreys	Richard
Humphreys	Robert
Humphreys	Roger
Humphreys	Thomas
Humphreys	Thomas
Humphreys	William Dobyns
Humphries	blank
Humphries	Richard
Humphries	Robert Meyrick
Humphries	Thomas
Humphries	Thomas
Humphries	Thomas
Humphrys	John
Humphrys	Richard
Humphrys	William
Humpston	Robert
Humston	Robert
Huncliffe	Edward
Huncott	George
Hungerford	John
Hungerford	Walter
Hungerford	William
Hunnbleton	James
Hunnies	John
Hunsley	Thomas
Hunt	Adam
Hunt	Charles Agar
Hunt	Christopher
Hunt	Daniel
Hunt	Dodington
Hunt	Dodington
Hunt	Edmundus
Hunt	Edward
Hunt	Edwardus
Hunt	Eusebis
Hunt	Francis
Hunt	George
Hunt	George
Hunt	Gregory
Hunt	Guilhelmus
Hunt	Henricus
Hunt	Henry
Hunt	Isaac
Hunt	Johannes
Hunt	Johannes
Hunt	Johannes
Hunt	Johannes
Hunt	John
Hunt	John
Hunt	John
Hunt	John
Hunt	John
Hunt	John
Hunt	John
Hunt	Joseph
Hunt	Joseph
Hunt	Lucas
Hunt	Michael
Hunt	Michael
Hunt	Michael
Hunt	Ralph
Hunt	Ralph
Hunt	Ralph
Hunt	Ricardus
Hunt	Richard
Hunt	Richard
Hunt	Richard
Hunt	Richard
Hunt	Richard
Hunt	Richard
Hunt	Richardus
Hunt	Robert
Hunt	Rowland
Hunt	Samuel
Hunt	Stephan
Hunt	Stephen
Hunt	Thomas
Hunt	Thomas
Hunt	Thomas
Hunt	Thomas
Hunt	Thomas
Hunt	Thomas
Hunt	Thomas
Hunt	Thomas
Hunt	unknown
Hunt	Willemus
Hunt	William
Hunt	William
Hunt	William
Hunt	William
Hunt	William
Hunt	William
Hunt	William
Hunt	William
Hunt	Willielmus
Huntbach	John
Huntbache	Humfrey
Huntbatch	John
Hunte	Henry
Hunte	Hugoni
Hunte	Thomas
Hunte	Thomas
Hunte	Wilhelmus
Hunter	Charles
Hunter	George Rivers
Hunter	Henry William
Hunter	James
Hunter	James Fawcett
Hunter	John
Hunter	John
Hunter	John
Hunter	John
Hunter	John
Hunter	John
Hunter	Joseph
Hunter	Oliver
Hunter	Oliver
Hunter	Petrus
Hunter	Richard
Hunter	Robert
Hunter	Robert
Hunter	Samuel
Hunter	William
Hunter alias Pott	Thomas
Huntingdon	Thomas
Huntingford	George Isaac
Huntingford	Thomas
Huntington	blank
Huntington	blank
Huntington	Dionysius
Huntington	Frampton
Huntington	John
Huntington	Robert
Huntington	Robert
Huntington	Thomas
Huntington	William
Huntley	Georgius
Huntley	James Webster
Huntley	Richard
Huntley	Richard
Huntley	Richard Webster
Huntley	Samuel
Huntley	Wykes
Huntred	Thomas
Huntt	Johannes
Huntwike	Thomas
Hurd	Edvardus
Hurd	William
Hurdd	Nathaniel
Hurdis	John
Hurdman	William
Hurle	Thomas
Hurleston	Galfredus
Hurleston	Miles
Hurley	Absalom
Hurley	Philip
Hurlock	John
Hurlock	William Milton
Hurly	James
Hurly	James
Hurlybut	Anhonius
Hurman	Stephen
Hurman	Stephen
Hurnard	William Burr
Hurrell	Allan
Hurrell	Thomas
Hurst	Edwardus
Hurst	James
Hurst	Richardus
Hurst	Samuel Sheppard
Hurst	Thomas
Hurst	Thomas
Hurst	William
Hurst	Willimo
Hurste	Carolus
Hurste	Lenard
Hurt	John
Hurt	Lowe
Hurt	Richard
Hurt	Rogerus
Hurt	Thomas
Hurt	Thomas
Hurte	Richard
Hurte	Robert
Hurte	Rogerius
Husband	John
Husband	John
Husband	John
Husband	Richard
Husband	Richard
Husband	Richard Jun
Husband	Thomas
Husband	William
Husband	William
Husbands	John
Husbands	Thomas
Husedale	John
Husee	Bartholomaeus
Husee	Dearing
Huske	Willimus
Huson	Richard
Huson	Richardus
Husse	Henry
Hussey	Arthur
Hussey	Christopher
Hussey	Johannes
Hussey	John
Hussey	John
Hussey	John
Hussey	Naphtali
Hussey	Robert
Hussey	Robert
Hussey	William
Hussey	William
Hussey	William
Hussey	William
Hussey	Zacharias
Hutchens	Edward
Hutchens	Edward
Hutchenson	Carolus
Hutchenson	Carolus
Hutchenson	Cuthbert
Hutchenson	Gulielmo
Hutchenson	Nicholas
Hutchenson	Radulphus
Hutcheson	William
Hutchin	John
Hutching	W. J.
Hutching	William Joseph
Hutchings	George
Hutchings	John
Hutchings	John
Hutchins	 James
Hutchins	Edward
Hutchins	Edward
Hutchins	George
Hutchins	George
Hutchins	Giles
Hutchins	Hugh
Hutchins	J.
Hutchins	John
Hutchins	John
Hutchins	John
Hutchins	John
Hutchins	Joseph
Hutchins	Richard
Hutchins	Richard
Hutchins	Richard
Hutchins	Richard
Hutchins	Richard
Hutchins	Thomas
Hutchins	William
Hutchins	William
Hutchinson	Christopher
Hutchinson	Cyril George
Hutchinson	Francis
Hutchinson	George
Hutchinson	George Watson
Hutchinson	Guilielmus
Hutchinson	James
Hutchinson	Jo:
Hutchinson	Johannes
Hutchinson	Johanni
Hutchinson	John
Hutchinson	John
Hutchinson	John
Hutchinson	John
Hutchinson	John
Hutchinson	John
Hutchinson	Joseph
Hutchinson	Julius
Hutchinson	Julius
Hutchinson	Luke
Hutchinson	Michael
Hutchinson	Michael
Hutchinson	Percivallo
Hutchinson	Philip
Hutchinson	Ralph
Hutchinson	Richard
Hutchinson	Richard
Hutchinson	Robertus
Hutchinson	Stephen
Hutchinson	Theophilo
Hutchinson	Thomas
Hutchinson	Thomas
Hutchinson	Thomas
Hutchinson	Thomas
Hutchinson	Walter
Hutchinson	William
Hutchinson	William
Hutchinson	William Hargood
Hutchmough	Thomas
Hutchynson	Cuthbert
Huthnance	Henry
Huthnance	Henry
Huthnance	Henry
Hutley	Willimus
Huton	Thomas
Hutten	Leonardus
Huttington	Robtus
Hutton	Anthony
Hutton	Arthur
Hutton	Charles Henry
Hutton	George
Hutton	George
Hutton	George
Hutton	Henricus
Hutton	Henry
Hutton	Henry John
Hutton	Johannes
Hutton	Johanni
Hutton	John
Hutton	John
Hutton	John
Hutton	John
Hutton	John
Hutton	John
Hutton	John James
Hutton	Joshua
Hutton	Josua
Hutton	Mathewe
Hutton	Matthew
Hutton	Matthew
Hutton	Philip
Hutton	Richard
Hutton	Rowland
