sites near Siena date to the Late Etruscan period	100	H	N	P	-400	7024113	7011179
		C	P	P		1003460	7011181
		C	P	P		1003460	7015413
		H	N	P		7024113	7015413
		C	P	P		1003460	7015529
		C	P	P		7003168	7017499
		C	P	P		1003460	7017500
		C	P	P		7009760	7017853
		C	P	P		7003168	7018786
		C	P	P		7003168	7023825
		C	P	P		7003168	7023893
		C	P	P		7003168	7023894
		C	P	P		7003164	7024602
		C	P	P		7009760	7024741
		C	P	P		7003168	7028107
		C	P	P		1000000	7029392
		C	P	P		7003163	7029393
		C	P	P		7003168	7029473
		C	P	P		7003165	7029528
		C	P	P		7006192	7030235
