		C	P	P		7011961	7025903
		C	P	P		7011961	7011275
		C	P	P		7011961	7025841
		C	P	P		7011961	5000785
		C	P	P		7011961	7025842
		C	P	P		7011961	5000786
		C	P	P		7019054	7028165
		C	P	P		7019054	4011157
		C	P	P		7008131	7026199
		C	P	P		7008131	7026206
		C	P	P		7023959	7023962
		C	P	P		7023959	7024074
		C	P	P		7002396	6006728
		C	P	P		1000095	7002798
		C	P	P		7002798	1012643
		C	P	P		7002396	6006765
		C	N	P		6000234	6006765
		C	P	P		7002798	1105560
		C	P	P		7002798	1108849
		C	P	P		7002798	1108874
		C	P	P		7002798	1109368
		C	P	P		7002798	1122530
		C	P	P		7002798	1130756
		C	P	P		7002798	1130960
		C	P	P		7002798	7002808
		C	P	P		7002798	7002820
		C	P	P		7002798	7002844
		C	P	P		7002798	7008912
		H	P	P		1000003	7024277
		H	N	P		1000095	7024277
		C	P	P		1002858	2010144
		C	P	P		1002858	2149095
		C	P	P		7016101	2048944
		C	P	P		7016101	3000893
		C	P	P		7001745	1111027
		C	P	P		6000443	6005825
		H	N	P		6003780	7030334
from ca. 42 CE	450	H	P	P	42	7024414	7030334
		C	P	P		6000081	6005971
ca. 46-before 27 BCE	-27	H	P	P	-46	7024414	7030341
		H	N	P		6000082	7030341
		C	P	P		1000172	7000626
		C	P	P		6000081	6006076
		C	P	P		7018760	7026344
		C	P	P		7001303	7026345
		C	N	P		7018760	7026345
		C	P	P		1001441	1079440
from ca. 116-117 CE	400	H	N	P	115	7024414	6005479
		H	P	P		7016606	6005479
		C	P	P		1001060	1086843
		H	P	P		7016738	6005197
		H	P	P		7029392	7024414
		C	N	P		7029453	7024414
from 15 BCE	450	H	P	P	-15	7024414	7013254
		C	P	P		7024414	6001496
ca. 27 BCE-ca. 451 CE	451	H	P	P	-27	7024414	6002234
ca. 27 BCE-ca. 451 CE	451	H	P	P	-27	7024414	6002235
from ca. 15 BCE	450	H	P	P	-20	7024414	6004302
197 BCE-409 CE	409	H	P	P	-197	7024414	6005831
from 146 BCE	450	H	P	P	-146	7024414	6000082
by 14 CE	409	H	P	P	10	7024414	6000567
Venetia was under Roman rule by 2nd century BCE, invaded by Huns in mid-5th century CE	500	H	P	P	-300	7024414	7029452
27 BCE-409 CE	409	H	P	P	-27	7024414	7030114
35 BCE-after 395 CE	405	H	N	P	-35	7024414	4008442
		H	N	P		7024414	7015451
		H	N	P		7024414	6004562
		H	N	P		7024414	7015546
		H	N	P		7024414	7001303
from the first century CE	500	H	N	P	0	7024414	7016683
		H	N	P		7024414	7016608
		H	N	P		7024414	4004256
		C	P	P		7024414	7030316
from ca. 30 BCE	500	H	N	P	-30	7024414	7016746
		H	N	P		7024414	7030323
ca. 167 BCE-395 CE	395	H	P	P	-167	7024414	7030330
from 168 BCE	450	H	N	P	-168	7024414	7001349
became a Roman protectorate in 85 BCE, a province in 25 BCE	350	H	N	P	-85	7024414	7016662
from 17 CE	450	H	N	P	17	7024414	6003016
		C	P	P		7024414	7030331
		H	N	P		7024414	7001294
from 130 BCE	450	H	N	P	-130	7024414	7002611
from 146 BCE	450	H	P	P	-146	7024414	7030332
from 67 BCE	450	H	N	P	-67	7024414	7000643
from 30 BCE	400	H	N	P	-30	7024414	7014986
		C	N	P		7024414	7030333
		C	N	P		7024414	6003780
from ca. 42 CE	450	H	P	P	42	7024414	7030336
from ca. 42 CE	450	H	P	P	42	7024414	7030335
from the 1st century BCE	450	H	N	P	-100	7024414	7001407
ca. 46-before 27 BCE	-27	H	P	P	-46	7024414	7030339
ca. 46-before 27 BCE	-27	H	P	P	-46	7024414	7030340
ca. 46-before 27 BCE	-27	H	P	P	-46	7024414	7030342
from the 1st century BCE	500	H	N	P	-100	7024414	7002470
		C	P	P		7024414	7030345
from 17 CE	450	H	N	P	17	7024414	7016738
Roman province 114-117 CE; also controlled by Rome intermittently before and after these dates	390	H	N	P	-100	7024414	7004538
		C	P	P		7029392	7029453
		C	N	P		7029453	7024415
		C	N	P		7029453	7024407
		C	N	P		7029453	7030347
		C	P	P		1001509	1086812
		C	P	P		7002785	6005961
		C	N	P		7004538	6005961
		C	P	P		1000639	1099969
		H	P	P		7007226	6006662
		C	P	P		7019611	7016027
		C	P	P		7019761	2637686
area was transferred from Austria to Italy in 1918	9999	C	P	P	1918	1000080	6005574
		C	P	P		7003124	7015540
		C	P	P		7002681	5001917
		C	P	P		7002681	1042008
		C	P	P		1001088	1095325
		C	P	P		1001088	7030518
		C	P	P		7019767	7016015
		C	P	P		7030516	2139967
		C	P	P		7019760	2714649
		C	P	P		2124002	7022129
		C	N	P		2236159	7022129
